ID_HDC_G0;QA2_1V;AREA;BBX_LATMN;BBX_LONMN;BBX_LATMX;BBX_LONMX;GCPNT_LAT;GCPNT_LON;CTR_MN_NM;CTR_MN_ISO;XBRDR;XCTR_NBR;XC_NM_LST;XC_ISO_LST;GRGN_L1;GRGN_L2;UC_NM_MN;UC_NM_LST;UC_NM_SRC;H75_NBR;H90_NBR;H00_NBR;H75_AREA
1;1;185;21.24768326;-158.0430162;21.42219259;-157.7305288;21.34067769;-157.8934967;United States;USA;0;1;United States;USA;Northern America;Northern America;Honolulu;Honolulu;;;;;
2;2;42;-17.64118448;-149.6280882;-17.5176306;-149.508018;-17.53410288;-149.5680531;French Polynesia;PYF;0;1;French Polynesia;PYF;Oceania;Polynesia;Papeete;Papeete;GISCO OSM;0;1;1;0
3;1;55;34.85851712;-120.475511;34.98933425;-120.3891829;34.92312304;-120.4343724;United States;USA;0;1;United States;USA;Northern America;Northern America;Santa Maria;Santa Maria;GISCO OSM;0;1;1;0
4;1;48;36.58299715;-121.9522146;36.63574278;-121.8118164;36.60771997;-121.8823776;United States;USA;0;1;United States;USA;Northern America;Northern America;Monterey;Monterey;GISCO OSM;0;0;1;0
5;1;60;34.3882203;-119.8538547;34.45783072;-119.6584131;34.42766353;-119.7436927;United States;USA;0;1;United States;USA;Northern America;Northern America;Santa Barbara;Santa Barbara;GISCO OSM;0;1;1;0
6;1;57;36.94369719;-122.0671663;36.99653622;-121.8687297;36.97127374;-121.9786845;United States;USA;0;1;United States;USA;Northern America;Northern America;Santa Cruz;Santa Cruz;GISCO OSM;1;1;1;40
7;1;54;36.64453504;-121.6895178;36.74127479;-121.5837793;36.68899056;-121.6408306;United States;USA;0;1;United States;USA;Northern America;Northern America;Salinas;Salinas;GISCO OSM;1;1;1;41
8;1;136;34.13606475;-119.3212512;34.29254155;-119.1210056;34.2174855;-119.2091316;United States;USA;0;1;United States;USA;Northern America;Northern America;Oxnard;Oxnard;;;;;
9;1;21;36.89087193;-121.8026085;36.94369719;-121.727724;36.91958872;-121.7646884;United States;USA;0;1;United States;USA;Northern America;Northern America;Watsonville;Watsonville;GISCO OSM;0;0;0;0
10;1;1717;37.19921391;-122.5303992;38.06511304;-121.7342654;37.32711544;-121.9332989;United States;USA;0;1;United States;USA;Northern America;Northern America;San Jose;San Jose;;;;;
11;1;38;34.20559648;-119.0955114;34.24906479;-118.9607879;34.22938861;-119.0329294;United States;USA;0;1;United States;USA;Northern America;Northern America;Camarillo;Camarillo;GISCO OSM;0;0;1;0
12;1;105;34.13606475;-118.993479;34.23167645;-118.7309419;34.18196155;-118.8641047;United States;USA;0;1;United States;USA;Northern America;Northern America;Thousand Oaks;Thousand Oaks;GISCO OSM;0;1;1;0
13;1;77;37.90578524;-122.6077372;38.02969564;-122.4577017;37.96859272;-122.5273755;United States;USA;0;1;United States;USA;Northern America;Northern America;San Rafael;San Rafael;;;;;
14;1;5633;33.38994571;-118.6756433;34.32732907;-117.111532;33.95381355;-117.9539253;United States;USA;0;1;United States;USA;Northern America;Northern America;Los Angeles;Los Angeles;;;;;
15;1;35;38.21570891;-122.6853581;38.27775293;-122.5713166;38.24622195;-122.6323799;United States;USA;0;1;United States;USA;Northern America;Northern America;Petaluma;Petaluma;GISCO OSM;0;0;0;0
16;1;53;34.24037045;-118.8153297;34.30123792;-118.6545373;34.27227869;-118.740073;United States;USA;0;1;United States;USA;Northern America;Northern America;Simi Valley;Simi Valley;GISCO OSM;1;1;1;35
17;1;80;38.38416043;-122.7826757;38.48175223;-122.6273329;38.44448407;-122.7137258;United States;USA;0;1;United States;USA;Northern America;Northern America;Santa Rosa;Santa Rosa;GISCO OSM;1;1;1;57
18;1;412;37.6405259;-122.2975209;38.18026409;-121.8185914;37.91394614;-122.0483181;United States;USA;0;1;United States;USA;Northern America;Northern America;Concord;Concord;;;;;
19;1;36;32.3269853;-117.1071767;32.42185244;-117.0185263;32.37752852;-117.0591654;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Rosarito;Rosarito;GISCO OSM;0;0;0;0
20;1;90;31.76716698;-116.6810092;31.9220644;-116.5467671;31.85349583;-116.6004579;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Ensenada;Ensenada;GISCO OSM;1;1;1;35
21;1;1776;32.43047859;-117.4189156;33.26871446;-116.7901801;32.82158244;-117.1106947;United States;USA;1;2;United States;;;;;;;;;;
22;1;49;37.64936214;-121.8202466;37.72890602;-121.6892131;37.68840859;-121.7539797;United States;USA;0;1;United States;USA;Northern America;Northern America;Livermore;Livermore;GISCO OSM;0;0;1;0
23;1;11;32.39597585;-116.9840069;32.43047859;-116.9298759;32.41518699;-116.957053;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Las Delicias;Las Delicias;;;;;
24;1;114;34.36212202;-118.6122341;34.47523674;-118.4288169;34.42012237;-118.5319524;United States;USA;0;1;United States;USA;Northern America;Northern America;Santa Clarita;Santa Clarita;GISCO OSM;0;0;1;0
25;1;34;38.27775293;-122.3516495;38.34868475;-122.2540403;38.3087824;-122.3012615;United States;USA;0;1;United States;USA;Northern America;Northern America;Napa;Napa;GISCO OSM;0;1;1;0
26;1;166;37.91463339;-121.9851813;38.04740354;-121.6668456;37.98543292;-121.7975158;United States;USA;0;1;United States;USA;Northern America;Northern America;Antioch;Antioch;GISCO OSM;1;1;1;51
27;1;40;38.23343374;-122.0846503;38.29548345;-121.9755881;38.2640129;-122.0302527;United States;USA;0;1;United States;USA;Northern America;Northern America;Fairfield;Fairfield;GISCO OSM;1;1;1;30
28;1;49;37.68471102;-121.4847273;37.77311093;-121.3792567;37.73007868;-121.4314133;United States;USA;0;1;United States;USA;Northern America;Northern America;Tracy;Tracy;GISCO OSM;0;0;1;0
29;1;306;35.26867459;-119.188659;35.45218866;-118.8894958;35.36381044;-119.0475354;United States;USA;0;1;United States;USA;Northern America;Northern America;Bakersfield;Bakersfield;GISCO OSM;1;1;1;134
30;1;34;38.31321559;-122.0248587;38.3752909;-121.9249562;38.34685897;-121.9694469;United States;USA;0;1;United States;USA;Northern America;Northern America;Vacaville;Vacaville;GISCO OSM;1;1;1;27
31;1;20;32.55127745;-116.6701942;32.5771709;-116.5785628;32.56465538;-116.6228948;Mexico;MEX;1;2;Mexico;;;;;;;;;;
32;1;147;34.53616859;-118.2621793;34.71906511;-118.0012602;34.58484845;-118.1317197;United States;USA;0;1;United States;USA;Northern America;Northern America;Palmdale;Palmdale;;;;;
33;1;32;37.77311093;-121.2620225;37.83501446;-121.1721203;37.79991498;-121.2197198;United States;USA;0;1;United States;USA;Northern America;Northern America;Manteca;Manteca;;;;;
34;1;185;37.88809016;-121.3994127;38.05625809;-121.1977537;37.97378272;-121.2952444;United States;USA;0;1;United States;USA;Northern America;Northern America;Stockton;Stockton;GISCO OSM;1;1;1;116
35;1;146;37.5786833;-121.1022932;37.72006623;-120.8943862;37.65057261;-120.9871322;United States;USA;0;1;United States;USA;Northern America;Northern America;Modesto;Modesto;GISCO OSM;1;1;1;126
36;1;32;37.47271223;-120.8906338;37.53452182;-120.815163;37.50609806;-120.8528115;United States;USA;0;1;United States;USA;Northern America;Northern America;Turlock;Turlock;GISCO OSM;0;0;1;0
37;1;128;33.45058523;-117.2674153;33.60658896;-117.056764;33.53338129;-117.1527164;United States;USA;0;1;United States;USA;Northern America;Northern America;Temecula;Temecula;;;;;
38;1;27;36.30191501;-119.6850504;36.3721497;-119.6165872;36.33719196;-119.6524538;United States;USA;0;1;United States;USA;Northern America;Northern America;Hanford;Hanford;GISCO OSM;0;0;0;0
39;1;37;37.27857816;-120.5215731;37.34032764;-120.433041;37.31016576;-120.4772476;United States;USA;0;1;United States;USA;Northern America;Northern America;Merced;Merced;GISCO OSM;0;0;1;0
40;1;28;38.535005;-121.8013506;38.57051506;-121.677947;38.55275921;-121.7396426;United States;USA;0;1;United States;USA;Northern America;Northern America;Davis;Davis;GISCO OSM;0;0;1;0
41;1;26;33.77137512;-117.2468199;33.84079447;-117.1719274;33.81242342;-117.212892;United States;USA;0;1;United States;USA;Northern America;Northern America;Perris;Perris;GISCO OSM;0;0;0;0
42;1;30;38.10053688;-121.3244815;38.16254411;-121.2389538;38.12799478;-121.2812501;United States;USA;0;1;United States;USA;Northern America;Northern America;Lodi;Lodi;GISCO OSM;0;0;1;0
43;1;37;22.87125566;-109.9759534;22.94636386;-109.896209;22.90700339;-109.9328027;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Cabo San Lucas;Cabo San Lucas;GISCO OSM;0;0;1;0
44;1;28;36.92608724;-120.10872;36.98772876;-120.0312435;36.96005066;-120.0665228;United States;USA;0;1;United States;USA;Northern America;Northern America;Madera;Madera;GISCO OSM;0;0;0;0
45;1;76;33.87551212;-117.3170397;33.97969704;-117.1826564;33.92725586;-117.2411723;United States;USA;0;1;United States;USA;Northern America;Northern America;Moreno Valley;Moreno Valley;GISCO OSM;1;1;1;57
46;1;346;36.66212068;-119.9303897;36.89967518;-119.6353999;36.78757662;-119.7705095;United States;USA;0;1;United States;USA;Northern America;Northern America;Fresno;Fresno;GISCO OSM;1;1;1;178
47;1;26;38.65931904;-121.8097836;38.69485218;-121.7145065;38.67605979;-121.7635416;United States;USA;0;1;United States;USA;Northern America;Northern America;Woodland;Woodland;GISCO OSM;0;0;0;0
48;1;72;36.29313734;-119.4310103;36.36336906;-119.2377104;36.32739672;-119.3271873;United States;USA;0;1;United States;USA;Northern America;Northern America;Visalia;Visalia;GISCO OSM;0;1;1;0
49;1;811;38.3752909;-121.5898743;38.84594201;-121.1908781;38.60280713;-121.3875759;United States;USA;0;1;United States;USA;Northern America;Northern America;Sacramento;Sacramento;GISCO OSM;2;1;1;432
50;1;77;33.71065057;-117.0346931;33.80608214;-116.8704483;33.75498127;-116.9619559;United States;USA;0;1;United States;USA;Northern America;Northern America;Hemet;Hemet;;;;;
51;1;29;36.04751295;-119.0811621;36.10012241;-118.9849063;36.07003664;-119.0345988;United States;USA;0;1;United States;USA;Northern America;Northern America;Porterville;Porterville;GISCO OSM;0;0;0;0
52;1;68;24.0414334;-110.3520184;24.17542224;-110.2598705;24.11765765;-110.3101186;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;La Paz;La Paz;GISCO OSM;0;1;1;0
53;1;24;23.0381843;-109.7409767;23.12167808;-109.6861894;23.08410344;-109.7121747;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;San Jos‚ del Cabo;San Jos‚ del Cabo;GISCO OSM;0;0;0;0
54;1;42;34.42302279;-117.4110151;34.50134834;-117.2868782;34.47192121;-117.3479744;United States;USA;0;1;United States;USA;Northern America;Northern America;Hesperia;Hesperia;GISCO OSM;0;0;0;0
55;1;29;39.09505864;-121.6662906;39.16629531;-121.5961996;39.12929186;-121.6315123;United States;USA;0;1;United States;USA;Northern America;Northern America;Yuba City;Yuba City;GISCO OSM;0;0;0;0
56;1;292;33.6499422;-116.5707909;33.86683221;-116.14463;33.75402359;-116.3708061;United States;USA;0;1;United States;USA;Northern America;Northern America;Indio;Indio;;;;;
57;1;186;32.55990829;-115.5565923;32.69804435;-115.3250299;32.62543862;-115.4476576;Mexico;MEX;1;2;Mexico;;;;;;;;;;
58;1;49;39.70143843;-121.8981505;39.7818434;-121.7744941;39.7456477;-121.8371626;United States;USA;0;1;United States;USA;Northern America;Northern America;Chico;Chico;GISCO OSM;0;1;1;0
59;1;66;32.4132266;-114.8237357;32.50812797;-114.7076838;32.45688177;-114.7682967;Mexico;MEX;1;2;Mexico;;;;;;;;;;
60;1;39;32.65486818;-114.691961;32.73259095;-114.5893268;32.69350494;-114.6386481;United States;USA;0;1;United States;USA;Northern America;Northern America;Yuma;Yuma;GISCO OSM;0;0;1;0
61;1;25;31.29447276;-113.5623838;31.35458378;-113.4808226;31.32555694;-113.5290387;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Puerto Pe¤asco;Puerto Pe¤asco;GISCO OSM;0;0;0;0
62;1;39;27.86544603;-110.9499872;27.95870325;-110.8583593;27.92098366;-110.9093828;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Guaymas;Guaymas;GISCO OSM;0;0;1;0
63;1;51;25.74548114;-109.0432448;25.83807798;-108.9553687;25.79062073;-108.9966531;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Los Mochis;Los Mochis;GISCO OSM;1;1;1;41
64;1;18;30.69415238;-112.1883898;30.73698523;-112.1226415;30.72032716;-112.1557487;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Heroica Caborca;Heroica Caborca;GISCO OSM;0;0;0;0
65;1;154;28.99508971;-111.0522573;29.17387701;-110.9074974;29.08551907;-110.9745991;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Hermosillo;Hermosillo;GISCO OSM;1;1;1;102
66;1;65;27.43346669;-110.0057591;27.52658411;-109.8925565;27.48249613;-109.939327;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Ciudad Obreg¢n;Ciudad Obreg¢n;GISCO OSM;1;1;1;50
67;1;138;39.41583721;-119.9110576;39.56750801;-119.6937277;39.51338106;-119.791722;United States;USA;0;1;United States;USA;Northern America;Northern America;Reno;Reno;;;;;
68;1;28;27.04438757;-109.4831508;27.10356207;-109.4081036;27.07155807;-109.4427497;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Navojoa;Navojoa;GISCO OSM;0;1;1;0
69;1;70;42.26531788;-122.9335072;42.39224391;-122.7993962;42.33705819;-122.8681372;United States;USA;0;1;United States;USA;Northern America;Northern America;Medford;Medford;GISCO OSM;0;1;1;0
70;1;22;25.53513543;-108.5006725;25.59401805;-108.4415918;25.56534008;-108.4676951;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Guasave;Guasave;GISCO OSM;0;1;1;0
71;1;17;25.43421929;-108.1039948;25.48467334;-108.0474375;25.45870334;-108.0751342;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Guam£chil;Guam£chil;GISCO OSM;0;1;1;0
72;1;54;34.45783072;-114.3660437;34.52746301;-114.2465025;34.48909807;-114.3106836;United States;USA;0;1;United States;USA;Northern America;Northern America;Lake Havasu City;Lake Havasu City;GISCO OSM;0;0;0;0
73;1;133;24.73708563;-107.5239868;24.87974967;-107.3272328;24.79661078;-107.4071827;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Culiac n;Culiac n;GISCO OSM;1;1;1;73
74;1;878;35.92480889;-115.3664608;36.32825023;-114.9135489;36.14443328;-115.1590734;United States;USA;0;1;United States;USA;Northern America;Northern America;Las Vegas;Las Vegas;;;;;
75;1;85;23.18013548;-106.4778478;23.28872501;-106.3561741;23.23747246;-106.4092353;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Mazatl n;Mazatl n;GISCO OSM;1;1;1;66
76;1;49;20.59189393;-105.2575813;20.70803042;-105.1809537;20.65122767;-105.2211691;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Puerto Vallarta;Puerto Vallarta;GISCO OSM;0;1;1;0
77;1;54;19.04378362;-104.3705374;19.1429574;-104.2414443;19.08816415;-104.3094603;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Manzanillo;Manzanillo;GISCO OSM;0;0;1;0
78;1;51;31.25154518;-110.9868342;31.34599561;-110.8988454;31.29506201;-110.9451044;Mexico;MEX;1;2;Mexico;;;;;;;;;;
79;1;2304;33.19946797;-112.4644435;33.71065057;-111.5094896;33.47756006;-112.0005369;United States;USA;0;1;United States;USA;Northern America;Northern America;Phoenix;Phoenix;;;;;
80;1;18;18.88680461;-103.9043006;18.93637085;-103.8534694;18.91158703;-103.8801628;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Tecoman;Tecoman;GISCO OSM;0;0;1;0
81;1;62;21.45544145;-104.9344317;21.54689069;-104.8078234;21.49995653;-104.8778051;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Tepic;Tepic;GISCO OSM;1;1;1;40
82;1;147;44.0054089;-123.20878;44.12452565;-122.8916171;44.06551711;-123.082982;United States;USA;0;1;United States;USA;Northern America;Northern America;Eugene;Eugene;GISCO OSM;1;2;1;56
83;1;56;19.21735264;-103.7807898;19.30002907;-103.6715621;19.25322635;-103.7297089;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Colima;Colima;GISCO OSM;1;1;1;28
84;1;407;32.1029027;-111.092377;32.37872635;-110.7506654;32.24353876;-110.9313916;United States;USA;0;1;United States;USA;Northern America;Northern America;Tucson;Tucson;GISCO OSM;1;1;1;131
85;1;28;33.13024212;-111.6142773;33.20812265;-111.5105797;33.16392534;-111.5647004;United States;USA;0;1;United States;USA;Northern America;Northern America;San Tan Valley;San Tan Valley;GISCO OSM;0;0;0;0
86;1;17;19.67227125;-103.4892666;19.73020505;-103.4474202;19.70123715;-103.4677335;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Ciudad Guzm n;Ciudad Guzm n;GISCO OSM;1;1;1;16
87;1;33;31.29447276;-109.5804405;31.35458378;-109.4986534;31.32348558;-109.5418429;Mexico;MEX;1;2;Mexico;;;;;;;;;;
88;1;592;20.47579112;-103.489732;20.78270748;-103.202138;20.63761304;-103.3591386;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Guadalajara;Guadalajara;;;;;
89;1;11;20.44262504;-103.4617108;20.48408306;-103.4132567;20.46335352;-103.437477;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Tlajomulco;Tlajomulco;GISCO OSM;0;0;0;0
90;1;115;44.85954046;-123.0990065;45.01617878;-122.9503898;44.93936208;-123.0197286;United States;USA;0;1;United States;USA;Northern America;Northern America;Salem;Salem;GISCO OSM;1;1;1;60
91;1;15;20.78270748;-103.5148624;20.8159018;-103.4489229;20.80124064;-103.4833789;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Tesist n;Tesist n;GISCO OSM;0;0;1;0
92;1;20;17.95433292;-102.2455689;18.01204113;-102.1823118;17.97700314;-102.2182074;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;L zaro C rdenas;L zaro C rdenas;GISCO OSM;0;1;1;0
93;1;91;23.98283;-104.7201947;24.07492561;-104.5703473;24.02823065;-104.6492757;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Durango;Durango;GISCO OSM;1;1;1;53
94;1;23;19.06031102;-102.3832967;19.11816183;-102.3261583;19.0913914;-102.353524;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Apatzing n;Apatzing n;GISCO OSM;0;1;1;0
95;1;13;20.02827736;-102.7480313;20.07797693;-102.6998367;20.05344498;-102.7204716;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Sahuayo de Morelos;Sahuayo de Morelos;GISCO OSM;0;0;0;0
96;1;17;20.3265652;-102.7939145;20.37630105;-102.7489689;20.35118856;-102.77091;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Ocotl n;Ocotl n;GISCO OSM;1;1;1;12
97;1;33;28.37449476;-106.9139555;28.43394373;-106.8110932;28.40601915;-106.8616909;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Cuauht‚moc;Cuauht‚moc;GISCO OSM;0;0;1;0
98;1;42;37.08463194;-113.6758268;37.14632182;-113.5082122;37.11295658;-113.5936844;United States;USA;0;1;United States;USA;Northern America;Northern America;St. George;St. George;GISCO OSM;0;0;0;0
99;1;14;17.63294655;-101.5780819;17.66589912;-101.5089996;17.64765723;-101.5458303;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Zihuatanejo;Zihuatanejo;GISCO OSM;0;0;1;0
100;1;14;20.7993043;-102.7832965;20.83250001;-102.7277773;20.81708737;-102.756514;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Tepatitl n;Tepatitl n;GISCO OSM;0;0;1;0
101;1;947;45.34841136;-123.0096287;45.73693483;-122.372837;45.53094903;-122.6657332;United States;USA;0;1;United States;USA;Northern America;Northern America;Portland;Portland;;;;;
102;1;14;19.92889616;-102.3416818;19.97030209;-102.2898475;19.94959861;-102.3118818;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Jacona de Plancarte;Jacona de Plancarte;GISCO OSM;0;0;1;0
103;1;17;30.37741158;-107.9313275;30.43730561;-107.8691312;30.40786017;-107.9012985;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Nuevo Casas Grandes;Nuevo Casas Grandes;GISCO OSM;0;0;0;0
104;1;28;26.90917594;-105.7268444;26.95987309;-105.6362257;26.93301459;-105.6781981;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Hidalgo del Parral;Hidalgo del Parral;GISCO OSM;1;1;1;15
105;1;23;19.96202057;-102.3168491;20.01171216;-102.2409413;19.99028643;-102.2813097;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Zamora;Zamora;GISCO OSM;1;1;1;14
106;1;53;19.36618167;-102.0974173;19.44061559;-101.9946586;19.41166753;-102.0460476;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Uruapan;Uruapan;GISCO OSM;1;1;1;26
107;1;11;20.69143743;-102.366975;20.72462411;-102.3149856;20.70539058;-102.3433445;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Arandas;Arandas;GISCO OSM;0;0;0;0
108;1;24;20.30998793;-102.060097;20.38459096;-102.0047895;20.3503962;-102.0272955;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;La Piedad de Cabadas;La Piedad de Cabadas;GISCO OSM;0;0;1;0
109;1;12;21.23106744;-102.3634971;21.2642998;-102.3110949;21.24699092;-102.3344393;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;San Juan de los Lagos;San Juan de los Lagos;GISCO OSM;0;0;0;0
110;1;15;19.48197339;-101.6296944;19.53988107;-101.5857895;19.51092624;-101.6077321;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;P tzcuaro;P tzcuaro;GISCO OSM;0;0;0;0
111;1;165;28.56987466;-106.1708491;28.75688844;-105.9825024;28.65844574;-106.0883967;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Chihuahua;Chihuahua;GISCO OSM;1;1;1;116
112;1;133;21.82969124;-102.3639055;21.97949519;-102.218636;21.89441747;-102.2899114;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Aguascalientes;Aguascalientes;;;;;
113;1;29;23.16343237;-102.9113245;23.20519162;-102.8297969;23.18200743;-102.8703544;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Fresnillo;Fresnillo;GISCO OSM;0;1;1;0
114;1;28;20.99021778;-101.8927538;21.05664422;-101.8301592;21.02550542;-101.8607412;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;San Francisco del Rinc¢n;San Francisco del Rinc¢n;;;;;
115;1;55;22.72942768;-102.626801;22.78782064;-102.4694462;22.7584713;-102.5519007;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Zacatecas;Zacatecas;;;;;
116;1;110;19.6557202;-101.2898845;19.77159123;-101.1248243;19.70733153;-101.1995103;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Morelia;Morelia;GISCO OSM;1;1;1;85
117;1;32;28.15379448;-105.5030684;28.21319677;-105.4223505;28.18588077;-105.463159;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Delicias;Delicias;GISCO OSM;0;1;1;0
118;1;21;21.33908305;-101.9617847;21.38063558;-101.8852192;21.36065023;-101.9273176;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Lagos de Moreno;Lagos de Moreno;GISCO OSM;0;1;1;0
119;1;190;21.04834029;-101.7751254;21.21445233;-101.5737241;21.1239562;-101.6665674;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Le¢n;Le¢n;GISCO OSM;1;2;1;118
120;1;22;20.11111331;-101.215533;20.1608229;-101.1528741;20.13220149;-101.1843543;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Uriangato;Uriangato;;;;;
121;1;62;20.63336737;-101.4001854;20.73292122;-101.2995324;20.67618318;-101.3555172;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Irapuato;Irapuato;GISCO OSM;1;1;1;34
122;1;141;16.79341895;-99.97237909;16.94146584;-99.79050692;16.86769935;-99.86174779;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Acapulco;Acapulco;GISCO OSM;1;1;1;88
123;1;14;20.9238026;-101.4552361;20.96531077;-101.4066344;20.94633506;-101.4299384;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Silao;Silao;GISCO OSM;0;0;1;0
124;1;15;20.36801132;-101.2187437;20.40946169;-101.1668207;20.38763063;-101.1947096;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Valle de Santiago;Valle de Santiago;GISCO OSM;0;0;1;0
125;1;34;20.53383833;-101.2343205;20.60018828;-101.1579889;20.57115882;-101.1956331;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Salamanca;Salamanca;GISCO OSM;1;1;1;23
126;1;213;25.48467334;-103.5618967;25.62767021;-103.3038343;25.55055601;-103.4327176;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Torreon;Torreon;;;;;
127;1;28;20.95700878;-101.3061184;21.03173298;-101.2332438;21.01512673;-101.2514624;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Guanajuato;Guanajuato;GISCO OSM;0;0;1;0
128;1;10;20.45920774;-100.9787959;20.49237518;-100.9372409;20.47827868;-100.9577311;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Cortazar;Cortazar;GISCO OSM;0;0;1;0
129;1;13;20.00342982;-100.7435923;20.05312639;-100.7021127;20.02923306;-100.7228328;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Ac mbaro;Ac mbaro;GISCO OSM;0;0;0;0
130;1;12;25.50990338;-103.2657966;25.54354656;-103.2081432;25.52952813;-103.2362207;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Matamoros;Matamoros;GISCO OSM;0;0;0;0
131;1;13;19.67227125;-100.5823995;19.7053753;-100.5209719;19.69105111;-100.5509703;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Ciudad Hidalgo;Ciudad Hidalgo;GISCO OSM;0;0;1;0
132;1;65;20.48408306;-100.8775791;20.56701193;-100.7634983;20.53032974;-100.8204696;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Celaya;Celaya;GISCO OSM;1;1;1;40
133;1;84;46.98333063;-122.9760799;47.06742616;-122.7445592;47.02815322;-122.8640327;United States;USA;0;1;United States;USA;Northern America;Northern America;Olympia;Olympia;GISCO OSM;0;0;0;0
