ID_HDC_G0;QA2_1V;AREA;BBX_LATMN;BBX_LONMN;BBX_LATMX;BBX_LONMX;GCPNT_LAT;GCPNT_LON;CTR_MN_NM;CTR_MN_ISO;XBRDR;XCTR_NBR;XC_NM_LST;XC_ISO_LST;GRGN_L1;GRGN_L2;UC_NM_MN;UC_NM_LST;UC_NM_SRC;H75_NBR;H90_NBR;H00_NBR;H75_AREA
5084;2;4;8.60150257;38.35241981;8.625871235;38.37302405;8.613686827;38.3627218;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Banitu;Banitu;GISCO OSM;0;0;0;0
5085;2;5;8.008712462;38.31664948;8.033067023;38.33767165;8.022513311;38.32802231;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Kibet;Kibet;GISCO OSM;1;1;1;3
5086;2;2;6.686239789;38.2558816;6.702457589;38.26668599;6.694348663;38.2612835;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;N/A;-;N/A;0;0;1;0
5087;2;5;-14.67604406;38.88068249;-14.65147169;38.90284761;-14.66211959;38.89101582;Mozambique;MOZ;0;1;Mozambique;MOZ;Africa;Eastern Africa;Mecub£ri;Mecub£ri;GISCO OSM;0;0;1;0
5088;2;1;7.075525022;38.28526754;7.083636444;38.295708;7.079580726;38.29048768;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Shamena;Shamena;GISCO OSM;0;1;1;0
5089;2;4;6.305179722;38.24802467;6.329499432;38.2691647;6.317339522;38.258594;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Wenago;Wenago;;;;;
5090;1;10;5.616296292;38.21873662;5.656809837;38.2497474;5.635742658;38.23620988;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;?? ?? / Bule Hora;?? ?? / Bule Hora;GISCO OSM;1;1;1;2
5091;1;2;14.15205897;38.84728051;14.16024264;38.86848464;14.15615079;38.85788239;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;The State Of Tigray;The State Of Tigray;GISCO OSM;0;1;1;0
5092;1;4;5.908018376;38.24053682;5.924226858;38.26125011;5.916122594;38.25089313;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Gedeb;Gedeb;GISCO OSM;0;1;1;0
5093;1;22;54.57683183;53.64804119;54.62643909;53.7603637;54.60208367;53.7042596;Russia;RUS;0;1;Russia;RUS;Europe;Eastern Europe;Tujmazy;Tujmazy;GISCO OSM;1;1;1;17
5094;1;25;52.73689815;52.20590414;52.80524984;52.29411916;52.77692793;52.25415128;Russia;RUS;0;1;Russia;RUS;Europe;Eastern Europe;Buzuluk;Buzuluk;GISCO OSM;1;1;1;22
5095;1;8;8.098015257;38.36250777;8.138609938;38.39310649;8.119327269;38.37535683;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Butajira;Butajira;GISCO OSM;0;0;0;0
5096;1;18;6.386247131;38.27327072;6.434889932;38.32373019;6.412820293;38.30360527;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Dilla;Dilla;GISCO OSM;0;1;1;0
5097;1;5;-13.62853516;38.80157897;-13.60400599;38.82354738;-13.61790573;38.81332946;Mozambique;MOZ;0;1;Mozambique;MOZ;Africa;Eastern Africa;Namuno;Namuno;GISCO OSM;0;0;0;0
5098;2;3;12.42771335;38.69728632;12.43587481;38.72841211;12.43179407;38.712849;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Amdework;Amdework;GISCO OSM;0;0;1;0
5099;1;37;21.44712896;39.87636462;21.50532014;39.98208325;21.47285331;39.93471488;Saudi Arabia;SAU;0;1;Saudi Arabia;SAU;Asia;Western Asia;Ash Sharai;Ash Sharai;GISCO OSM;0;1;1;0
5100;1;9;14.16024264;38.87865431;14.18479433;38.92019992;14.17069972;38.89614592;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Adwa;Adwa;GISCO OSM;0;0;0;0
5101;1;5;9.902046587;38.51004668;9.926449807;38.53136798;9.91262123;38.51987682;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Ejere;Ejere;GISCO OSM;0;0;1;0
5102;2;3;7.286439907;38.34679489;7.302665689;38.36728015;7.295904919;38.35856566;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Agge;Agge;GISCO OSM;0;1;1;0
5103;1;3;5.389440155;38.25943998;5.405643072;38.28008124;5.39619135;38.27137524;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;???? / Finchawa;???? / Finchawa;GISCO OSM;0;1;0;0
5104;1;7;6.572720934;38.32057504;6.597045561;38.3517902;6.58488319;38.33618185;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Chucko;Chucko;GISCO OSM;1;1;1;2
5105;1;8;9.048358577;38.47162043;9.080865354;38.50340058;9.065627662;38.48982183;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Holeta;Holeta;GISCO OSM;0;0;1;0
5106;1;8;-16.76874876;39.20914345;-16.73585708;39.23383151;-16.75230265;39.22148575;Mozambique;MOZ;0;1;Mozambique;MOZ;Africa;Eastern Africa;Moma;Moma;GISCO OSM;1;1;1;8
5107;1;10;36.2580304;43.64050873;36.29313734;43.70365502;36.27382779;43.67338943;Iraq;IRQ;0;1;Iraq;IRQ;Asia;Western Asia;Hajiruk;Hajiruk;GISCO OSM;0;0;1;0
5108;1;4;7.846362889;38.40766957;7.870713765;38.42866951;7.858538259;38.4204463;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;T'Ora;T'Ora;GISCO OSM;0;0;1;0
5109;2;5;6.913307966;38.35765073;6.937639152;38.37851143;6.927095579;38.36896084;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Irba;Irba;;;;;
5110;2;2;6.467319456;38.33563801;6.483534517;38.34641523;6.475426961;38.34102633;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Dila Bota;Dila Bota;;;;;
5111;1;15;33.62392927;42.7914824;33.65861383;42.85586523;33.64155993;42.82324451;Iraq;IRQ;0;1;Iraq;IRQ;Asia;Western Asia;H?t;H?t;GISCO OSM;0;0;0;0
5112;1;7;15.0447573;39.02916885;15.07754351;39.06068613;15.06524845;39.04836727;Eritrea;ERI;0;1;Eritrea;ERI;Africa;Eastern Africa;?????? Dekemhare;?????? Dekemhare;GISCO OSM;0;0;1;0
5113;2;2;12.77057975;38.7900699;12.78691112;38.80175261;12.77874539;38.79591088;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;N/A;-;N/A;0;0;0;0
5114;1;16;6.726784675;38.35804991;6.759221517;38.4394031;6.745030296;38.39401237;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Yirgalem;Yirgalem;GISCO OSM;0;1;1;0
5115;2;2;-15.62700312;39.09270052;-15.61879814;39.11409333;-15.62290061;39.10339673;Mozambique;MOZ;0;1;Mozambique;MOZ;Africa;Eastern Africa;Calipo;Calipo;GISCO OSM;0;0;0;0
5116;1;3;-16.09489651;39.14778102;-16.07847214;39.16923503;-16.08531556;39.15713682;Mozambique;MOZ;0;1;Mozambique;MOZ;Africa;Eastern Africa;Chalaua;Chalaua;GISCO OSM;0;0;1;0
5117;1;37;43.21962478;46.54324727;43.28344166;46.64484499;43.2527621;46.59282828;Russia;RUS;0;1;Russia;RUS;Europe;Eastern Europe;Khasavyurt;Khasavyurt;GISCO OSM;1;1;1;15
5118;1;6;11.75064731;38.72853026;11.77510826;38.75956735;11.76423663;38.74416678;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Filakit Gereger;Filakit Gereger;GISCO OSM;0;0;0;0
5119;1;4;8.049303707;38.45956182;8.073659201;38.48059365;8.061481384;38.47234883;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Enseno;Enseno;GISCO OSM;1;1;1;1
5120;2;4;6.491642122;38.38686579;6.507857482;38.40766488;6.499749777;38.39726499;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Teferi Kela;Teferi Kela;GISCO OSM;0;0;0;0
5121;2;1;10.91945709;38.67851788;10.92760158;38.68926419;10.92352933;38.68389093;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Densa;Densa;GISCO OSM;0;0;0;0
5122;1;5;6.588937301;38.41151503;6.613262234;38.4327175;6.602721374;38.42119135;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Aletawendo;Aletawendo;GISCO OSM;1;1;1;4
5123;2;5;6.280860448;38.39788241;6.313286243;38.41828296;6.297883894;38.40893602;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Bule;Bule;;;;;
5124;1;5;6.864647029;38.4349928;6.888977258;38.45625246;6.87519007;38.44654316;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Morocho;Morocho;;;;;
5125;2;4;9.804440632;38.62383811;9.820707525;38.64514718;9.81257404;38.63449224;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Degem Hambiso;Degem Hambiso;GISCO OSM;0;1;1;0
5126;1;40;7.010635608;38.45402748;7.107971036;38.5145905;7.049366059;38.48692923;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Hawassa;Hawassa;GISCO OSM;1;1;1;16
5127;2;7;5.770253569;38.39488072;5.786460522;38.43525627;5.777778204;38.41306886;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Qericha;Qericha;GISCO OSM;1;1;1;4
5128;2;3;12.15843979;38.834712;12.1747564;38.85642241;12.16795777;38.84400306;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Fint'Al Feres;Fint'Al Feres;;;;;
5129;1;3;8.309124885;38.54486128;8.333486466;38.55638418;8.321305603;38.55062207;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Bui;Bui;GISCO OSM;0;0;1;0
5130;2;2;8.000594399;38.52650827;8.016830587;38.53749473;8.008712462;38.53200119;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Koshe;Koshe;GISCO OSM;0;0;1;0
5131;1;15;37.55218523;44.24671366;37.59635065;44.30762284;37.56896693;44.28155247;Turkey;TUR;0;1;Turkey;TUR;Asia;Western Asia;Yksekova;Yksekova;GISCO OSM;0;1;1;0
5132;1;5;10.21934324;38.68456488;10.2356181;38.71540732;10.22666689;38.69821539;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Gundo Meskel;Gundo Meskel;GISCO OSM;1;1;1;1
5133;1;2;9.617393184;38.64071523;9.633656597;38.6519292;9.625524853;38.64632189;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Fital;Fital;GISCO OSM;0;0;0;0
5134;1;392;8.845216517;38.59219481;9.097119166;38.93688785;8.992593826;38.75908952;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Addis Ababa;Addis Ababa;GISCO OSM;1;1;2;201
5135;1;8;10.7321572;38.73613523;10.76472788;38.77648538;10.75047804;38.75456495;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Melkane Selam;Melkane Selam;GISCO OSM;1;1;1;2
5136;1;64;51.17539689;51.34016972;51.27180859;51.50788907;51.23579614;51.41404515;Kazakhstan;KAZ;0;1;Kazakhstan;KAZ;Asia;South-Central Asia;Oral;Oral;GISCO OSM;1;1;1;40
5137;2;2;11.02534219;38.76782154;11.04163349;38.77924229;11.0334878;38.77353157;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Malek Sanca;Malek Sanca;;;;;
5138;1;4;8.593379815;38.59305572;8.61774828;38.61417424;8.605563972;38.60587085;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Lemen;Lemen;GISCO OSM;0;0;0;0
5139;2;2;6.751112229;38.4895066;6.759221517;38.50994639;6.755166866;38.49972638;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Woncho;Woncho;GISCO OSM;0;0;0;0
5140;2;2;14.03749936;39.05889006;14.04568147;39.08008507;14.0415904;39.06948738;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Edaga Aby;Edaga Aby;GISCO OSM;0;0;1;0
5141;2;2;13.27704245;38.99128624;13.29338659;39.0030552;13.28521447;38.99717034;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Yechillay;Yechillay;GISCO OSM;0;0;0;0
5142;1;2;10.58560567;38.75294065;10.60188785;38.7642968;10.59374672;38.75861838;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Wogdi;Wogdi;GISCO OSM;0;1;1;0
5143;1;17;-13.14630438;38.97678201;-13.09728448;39.02749341;-13.12251484;39.00260043;Mozambique;MOZ;0;1;Mozambique;MOZ;Africa;Eastern Africa;Montepuez;Montepuez;GISCO OSM;0;1;1;0
5144;1;5;6.475426961;38.50669283;6.499749777;38.53712753;6.487588313;38.52191005;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Agre Salam;Agre Salam;GISCO OSM;1;1;1;2
5145;1;55;-15.15131955;39.20810576;-15.07754351;39.31101684;-15.11905064;39.26239584;Mozambique;MOZ;0;1;Mozambique;MOZ;Africa;Eastern Africa;Nampula;Nampula;GISCO OSM;1;1;1;31
5146;1;24;7.172865701;38.57144435;7.221539023;38.62370819;7.200244199;38.597103;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Shashamane;Shashamane;GISCO OSM;1;1;1;5
5147;2;3;6.929528703;38.55851791;6.945749655;38.57938406;6.938990899;38.56734844;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;N/A;-;N/A;0;0;0;0
5148;2;3;14.26664065;39.14427147;14.28301128;39.16637608;14.27619013;39.15377437;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Inticho;Inticho;GISCO OSM;0;0;1;0
5149;2;2;6.872757053;38.57570896;6.880867129;38.59616008;6.876812084;38.58593441;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Gorche;Gorche;GISCO OSM;0;0;1;0
5150;1;4;7.010635608;38.59312316;7.034968731;38.61400314;7.022802109;38.60586107;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Basha;Basha;;;;;
5151;1;7;-15.72547265;39.32712987;-15.69264746;39.35049997;-15.7108183;39.3392636;Mozambique;MOZ;0;1;Mozambique;MOZ;Africa;Eastern Africa;Nametil;Nametil;GISCO OSM;0;0;1;0
5152;1;15;34.90211411;43.4585901;34.954442;43.5207838;34.92914862;43.48922031;Iraq;IRQ;0;1;Iraq;IRQ;Asia;Western Asia;Baiji;Baiji;;;;;
5153;2;3;11.60389894;38.9172787;11.62020285;38.93819301;11.6106922;38.92628561;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Kon;Kon;GISCO OSM;0;0;1;0
5154;2;3;11.4490299;38.90403303;11.46533037;38.9256237;11.45853847;38.91325964;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Ashenat;Ashenat;GISCO OSM;0;0;1;0
5155;2;4;7.708384851;38.64067998;7.732732656;38.66120605;7.720558687;38.65094289;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Bulbula;Bulbula;GISCO OSM;0;0;1;0
5156;2;3;7.043079881;38.60439516;7.059302342;38.62486132;7.049839213;38.6130964;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Kala;Kala;GISCO OSM;0;1;1;0
5157;1;14;9.129627637;38.73794391;9.202775852;38.77194475;9.165620483;38.75616708;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Sululta;Sululta;;;;;
5158;2;2;6.588937301;38.59185078;6.597045561;38.61227781;6.592991425;38.60206418;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Bursa;Bursa;;;;;
5159;1;210;36.10889194;43.90625974;36.27558313;44.16099642;36.17751579;44.03658465;Iraq;IRQ;0;1;Iraq;IRQ;Asia;Western Asia;Erbil;Erbil;GISCO OSM;1;1;1;36
5160;2;2;12.40322956;39.00889083;12.41955199;39.02052613;12.41139073;39.01470811;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Asketama Village;Asketama Village;GISCO OSM;0;0;1;0
5161;2;4;6.078216592;38.5790279;6.102532292;38.59941334;6.092400699;38.59145391;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Solomo;Solomo;GISCO OSM;0;1;1;0
5162;1;11;7.335117931;38.66026402;7.375684507;38.69122225;7.356138616;38.67417705;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Arsi Negelle;Arsi Negelle;GISCO OSM;1;1;1;3
5163;2;7;6.337606099;38.61081508;6.370033258;38.6408624;6.355556751;38.62591922;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Bore;Bore;GISCO OSM;1;1;1;2
5164;2;6;13.62853516;39.16034616;13.66124223;39.18233592;13.64761407;39.17247398;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Hagere Selam;Hagere Selam;GISCO OSM;0;1;1;0
5165;1;15;7.911299778;38.70199238;7.960005012;38.73398934;7.932134524;38.71758758;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Ziway;Ziway;GISCO OSM;0;0;1;0
5166;2;4;9.706845671;38.82884396;9.723110739;38.85904529;9.714978167;38.84394462;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Debre Libanos;Debre Libanos;GISCO OSM;0;0;1;0
5167;2;4;9.625524853;38.82246738;9.641788415;38.84375367;9.633656597;38.83311012;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Debre Tsige;Debre Tsige;GISCO OSM;0;0;0;0
5168;1;7;12.01160738;39.03470007;12.04423414;39.05712633;12.02966844;39.0464258;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Lalibela;Lalibela;GISCO OSM;0;0;1;0
5169;2;19;15.59418396;39.42970656;15.64341345;39.49098038;15.61987773;39.46342817;Eritrea;ERI;0;1;Eritrea;ERI;Africa;Eastern Africa;Massawa;Massawa;GISCO OSM;1;1;1;13
5170;1;14;38.18026409;44.74614105;38.24229677;44.79111501;38.20368226;44.76920429;Iran;IRN;0;1;Iran;IRN;Asia;South-Central Asia;Salmas;Salmas;GISCO OSM;0;1;1;0
5171;1;3;9.536080601;38.86647178;9.560473594;38.87825433;9.548277014;38.87236237;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Muketuri;Muketuri;GISCO OSM;0;1;1;0
5172;1;4;14.83988694;39.35998869;14.85627382;39.38221204;14.84808032;39.37109984;Eritrea;ERI;0;1;Eritrea;ERI;Africa;Eastern Africa;Adi Keyh;Adi Keyh;GISCO OSM;1;1;1;3
5173;1;4;6.678130967;38.70637993;6.694348663;38.72721245;6.686239789;38.71679584;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Arbe Gona;Arbe Gona;GISCO OSM;1;1;1;2
5174;2;4;6.515965238;38.69933531;6.540288805;38.7197586;6.53015393;38.711761;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Bona Qabelanka;Bona Qabelanka;GISCO OSM;0;1;1;0
5175;1;26;38.52612851;44.91007615;38.57939361;44.99838024;38.55275921;44.95109485;Iran;IRN;0;1;Iran;IRN;Asia;South-Central Asia;Khoy;Khoy;GISCO OSM;0;1;1;0
5176;2;2;13.17898639;39.20475485;13.19532802;39.21651741;13.18715715;39.21063575;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Samre;Samre;GISCO OSM;0;1;1;0
5177;1;10;8.130490876;38.80523267;8.162967501;38.84733881;8.150788649;38.82150712;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Meki;Meki;GISCO OSM;1;1;1;4
5178;2;1;12.45219802;39.14506022;12.46035977;39.15594671;12.45627888;39.15050335;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;N/A;-;N/A;0;0;1;0
5179;2;3;10.57746471;38.9842345;10.59374672;39.00568125;10.58424884;38.99653157;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Kelela;Kelela;GISCO OSM;0;1;1;0
5180;1;6;7.067413655;38.76646493;7.09174792;38.79738218;7.078228823;38.78498422;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Kefole;Kefole;GISCO OSM;0;1;1;0
5181;2;4;11.22086079;39.05651457;11.24530416;39.07807179;11.23308238;39.06510895;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Masha;Masha;;;;;
5182;2;2;14.39761842;39.372104;14.4058055;39.39334981;14.40171195;39.38272672;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Fatsi;Fatsi;GISCO OSM;0;0;0;0
5183;1;10;8.772095928;38.88583269;8.812717794;38.91703773;8.791594211;38.89963519;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Dukem;Dukem;GISCO OSM;0;0;0;0
5184;2;4;14.69242623;39.41478387;14.70880887;39.43698151;14.70061749;39.42588217;Eritrea;ERI;0;1;Eritrea;ERI;Africa;Eastern Africa;Senafe;Senafe;GISCO OSM;0;0;1;0
5185;1;5;10.04847638;38.98411212;10.0728838;39.00547178;10.05905284;38.99396608;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Alem Ketema;Alem Ketema;GISCO OSM;1;1;1;3
5186;1;2;6.734893808;38.77930597;6.743002992;38.79974737;6.738948394;38.78952656;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Kokosa Bota;Kokosa Bota;;;;;
5187;2;2;11.83218707;39.13936505;11.84849614;39.15091884;11.84034156;39.14514158;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Estayish;Estayish;GISCO OSM;1;1;1;2
5188;1;79;33.39860752;43.21044275;33.46791374;43.40825082;33.43254522;43.30227471;Iraq;IRQ;0;1;Iraq;IRQ;Asia;Western Asia;Ramadi;Ramadi;GISCO OSM;1;1;1;21
5189;1;36;8.723351933;38.91493338;8.780220165;39.00486044;8.752011301;38.95966573;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Bishoftu;Bishoftu;GISCO OSM;1;1;1;8
5190;1;106;21.21445233;40.36526944;21.36401403;40.47232162;21.28413084;40.42399871;Saudi Arabia;SAU;0;1;Saudi Arabia;SAU;Asia;Western Asia;At Taif;At Taif;GISCO OSM;1;1;1;24
5191;1;69;27.46732412;41.63557593;27.57738803;41.74781421;27.51879251;41.69624755;Saudi Arabia;SAU;0;1;Saudi Arabia;SAU;Asia;Western Asia;Hail;Hail;GISCO OSM;0;1;1;0
5192;1;26;34.57099432;43.64021946;34.66679346;43.69903912;34.6178838;43.6710333;Iraq;IRQ;0;1;Iraq;IRQ;Asia;Western Asia;Tikrit;Tikrit;GISCO OSM;0;0;1;0
5193;1;7;6.507857482;38.81838847;6.540288805;38.83997519;6.522335652;38.82981312;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Bonsa Bota;Bonsa Bota;;;;;
5194;2;2;9.349089701;38.99429726;9.365348242;39.00548359;9.357218935;38.99989009;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Birbo Shet';Birbo Shet';;;;;
5195;1;15;14.25845551;39.44016324;14.30756807;39.48262931;14.28055565;39.46485961;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Adigrat;Adigrat;GISCO OSM;0;1;1;0
5196;2;3;8.292884154;38.93554265;8.309124885;38.95662243;8.299651094;38.94767312;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Alemtena;Alemtena;GISCO OSM;0;0;0;0
5197;2;3;13.97204657;39.41880186;13.9884091;39.43999789;13.98159132;39.43080507;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Hawzien;Hawzien;GISCO OSM;0;0;1;0
5198;2;3;10.19493155;39.07570649;10.21120593;39.09709301;10.2044249;39.08482274;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Meranya;Meranya;GISCO OSM;0;0;0;0
5199;1;18;-6.767330857;38.85946991;-6.726784675;38.96128608;-6.751112229;38.91371621;Tanzania;TZA;0;1;Tanzania;TZA;Africa;Eastern Africa;Picha Ya Ndege;Picha Ya Ndege;;;;;
5200;1;6;11.57944376;39.1988265;11.60389894;39.22984969;11.59302987;39.21445569;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Wegel Tena;Wegel Tena;GISCO OSM;0;0;1;0
5201;1;20;58.0755055;57.75290105;58.13706596;57.84847945;58.1047419;57.80372108;Russia;RUS;0;1;Russia;RUS;Europe;Eastern Europe;Lysva;Lysva;GISCO OSM;1;1;1;20
5202;1;25;21.41388083;40.46377456;21.46375411;40.53492708;21.43865041;40.49618683;Saudi Arabia;SAU;0;1;Saudi Arabia;SAU;Asia;Western Asia;Al Hawiyah;Al Hawiyah;GISCO OSM;1;1;1;19
5203;1;5;20.13596735;40.25365655;20.1608229;40.28742733;20.14839494;40.27195469;Saudi Arabia;SAU;0;1;Saudi Arabia;SAU;Asia;Western Asia;Al Lith;Al Lith;GISCO OSM;0;1;1;0
5204;2;2;12.89307488;39.32882777;12.90124204;39.34989375;12.89715845;39.33936059;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Chelena;Chelena;;;;;
5205;1;21;39.1752018;45.36231502;39.22864958;45.43516566;39.20340845;45.40378593;Azerbaijan;AZE;0;1;Azerbaijan;AZE;Asia;Western Asia;Nakhchivan;Nakhchivan;GISCO OSM;1;1;1;18
5206;1;3;7.213426663;38.91405836;7.229651437;38.93497413;7.220186959;38.92611521;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;K'Ore / Qoree;K'Ore / Qoree;GISCO OSM;0;0;1;0
5207;1;6;10.85430422;39.1676834;10.87873591;39.18984329;10.86651997;39.1787625;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Akesta;Akesta;GISCO OSM;0;1;1;0
5208;2;4;10.65073635;39.15136929;10.66701986;39.17283375;10.65887806;39.16210109;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Feres Bet;Feres Bet;GISCO OSM;0;0;0;0
5209;2;2;-16.37419053;39.74507331;-16.35775727;39.75737935;-16.36597383;39.7512259;Mozambique;MOZ;0;1;Mozambique;MOZ;Africa;Eastern Africa;Aube;Aube;GISCO OSM;0;0;0;0
5210;1;34;13.46502565;39.43126808;13.53859961;39.50317088;13.50445637;39.46671333;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Mek'el?;Mek'el?;GISCO OSM;0;0;1;0
5211;2;2;12.00345092;39.28611112;12.01976393;39.29769624;12.01160738;39.29190332;Ethiopia;ETH;0;1;Ethiopia;ETH;Africa;Eastern Africa;Adi Mugia;Adi Mugia;;;;;
