X.U.FEFF.ID_HDC_G0;QA2_1V;AREA;BBX_LATMN;BBX_LONMN;BBX_LATMX;BBX_LONMX;GCPNT_LAT;GCPNT_LON;CTR_MN_NM;CTR_MN_ISO;XBRDR;XCTR_NBR;XC_NM_LST;XC_ISO_LST;GRGN_L1;GRGN_L2;UC_NM_MN;UC_NM_LST;UC_NM_SRC;H75_NBR;H90_NBR;H00_NBR;H75_AREA;H90_AREA;H00_AREA;E_BM_NM_LST;E_SL_LST;EL_AV_ALS;E_KG_NM_LST;E_RB_NM_LST;E_WR_P_90;E_WR_P_00;E_WR_P_14;E_WR_T_90;E_WR_T_00;E_WR_T_14
1499;2;6;16.57965109;-14.27937042;16.60431197;-14.24826345;16.59335143;-14.26387955;Mauritania;MRT;0;1;Mauritania;MRT;Africa;Western Africa;Bogu‚;Bogu‚;GISCO OSM;0;0;0;0;0;0;Tropical and subtropical grasslands, savannas, and shrublands;Fluvisols;12.64616114;Desert (arid), and  Hot arid;Senegal;205.5499992;226.5999985;241.6750069;29.31383419;29.54536963;29.70663548
1500;1;7;13.13813413;-14.12877703;13.16264517;-14.09805897;13.14922235;-14.11076877;Senegal;SEN;0;1;Senegal;SEN;Africa;Western Africa;V‚lingara;V‚lingara;GISCO OSM;0;1;1;0;5;5;Tropical and subtropical grasslands, savannas, and shrublands;Acrisols;48.24492018;Tropical savannah with dry winter;Geba;913.1000214;941.3500061;1054.750015;28.14245462;28.40599346;28.61141539
1501;1;12;11.09050949;-13.8300015;11.12309522;-13.78914694;11.10408671;-13.80973238;Guinea;GIN;0;1;Guinea;GIN;Africa;Western Africa;Sangar‚di;Sangar‚di;GISCO OSM;0;0;0;0;0;0;Tropical and subtropical grasslands, savannas, and shrublands;Leptosols;174.4745587;Tropical savannah with dry winter;NAN;1772.175049;1800.5;1946.400055;25.9893117;26.36478233;26.54873228
1503;1;9;26.11603408;-14.50600314;26.14131522;-14.46269095;26.12773806;-14.48605214;Western Sahara;ESH;0;1;Western Sahara;ESH;Africa;Northern Africa;Boujdour;Boujdour;GISCO OSM;0;0;0;0;0;0;Deserts and Xeric Shrublands;Calcisols;21.99468027;Desert (arid), and  Hot arid;NAN;36.07500172;53.40000057;33.65000057;22.43947935;22.99279451;23.10762882
1504;1;7;13.12179396;-13.77378263;13.15447472;-13.74278939;13.13755055;-13.75971432;Senegal;SEN;0;1;Senegal;SEN;Africa;Western Africa;Madina Gounass;Madina Gounass;GISCO OSM;0;0;1;0;0;6;Tropical and subtropical grasslands, savannas, and shrublands;Acrisols;59.9097982;Tropical savannah with dry winter;Gambia;905.2000275;929.3000183;1053.925018;28.24249554;28.59738064;28.78312826
1505;1;14;10.34955108;-13.59784201;10.39024526;-13.5568695;10.36931657;-13.57949944;Guinea;GIN;0;1;Guinea;GIN;Africa;Western Africa;Fria;Fria;GISCO OSM;0;0;1;0;0;12;Tropical and subtropical grasslands, savannas, and shrublands;Leptosols;153.3598593;Tropical savannah with dry winter;NAN;2189.250031;2215.375092;2365.925049;26.37939072;26.73213863;26.94756746
1506;1;21;13.74301751;-13.69458516;13.79208791;-13.64319957;13.76813639;-13.66891281;Senegal;SEN;0;1;Senegal;SEN;Africa;Western Africa;Tambacounda;Tambacounda;GISCO OSM;1;1;1;15;18;20;Tropical and subtropical grasslands, savannas, and shrublands;Acrisols;42.48220471;Steppe (semi-arid), and  Hot arid;Gambia;776.5750275;770.7500153;862.8750305;28.6030879;28.92065573;29.13010788
1507;1;129;8.374090392;-13.30099907;8.50403389;-13.08748187;8.471546576;-13.19424047;Sierra Leone;SLE;0;1;Sierra Leone;SLE;Africa;Western Africa;Freetown;Freetown;GISCO OSM;1;1;1;68;87;90;Tropical and Subtropical Moist Broadleaf Forests;Leptosols;69.88870767;Tropical monsoon;NAN;2606.100037;3010.400024;2825.924988;25.63474369;25.95084572;26.14553976
1510;1;82;64.04158564;-22.01969268;64.16247833;-21.74481242;64.11728904;-21.88496011;Iceland;ISL;0;1;Iceland;ISL;Europe;Northern Europe;Reykjavik;Reykjavik;GISCO OSM;1;1;1;34;50;58;Boreal Forests/Taiga;Cambisols;32.94455192;Mild temperate, fully humid, and  Cool summer;NAN;1028.925018;924.7500305;968.9500275;3.4821316;4.012095213;4.367707908
1511;1;21;8.309124885;-13.08647267;8.349727842;-13.01616929;8.328266078;-13.05503951;Sierra Leone;SLE;0;1;Sierra Leone;SLE;Africa;Western Africa;Waterloo;Waterloo;GISCO OSM;0;0;0;0;0;0;Tropical and Subtropical Moist Broadleaf Forests;Fluvisols;21.57218728;Tropical monsoon;NAN;2606.100037;3010.400024;2825.924988;25.63474369;25.95084572;26.14553976
1512;1;41;9.999663649;-12.90344272;10.0728838;-12.82266055;10.03706665;-12.86088986;Guinea;GIN;0;1;Guinea;GIN;Africa;Western Africa;Kindia;Kindia;GISCO OSM;0;1;1;0;21;31;Tropical and subtropical grasslands, savannas, and shrublands;Ferralsols;415.9981432;Tropical savannah with dry winter;NAN;1911.825043;1916.899963;2111.324951;25.72804451;26.0663271;26.30087852
1513;2;4;15.2579023;-12.8746995;15.27430147;-12.8536752;15.26610182;-12.86418701;Senegal;SEN;0;1;Senegal;SEN;Africa;Western Africa;Waound‚;Waound‚;GISCO OSM;0;1;1;0;3;4;Tropical and subtropical grasslands, savannas, and shrublands;Gleysols;22.23662753;Steppe (semi-arid), and  Hot arid;Senegal;425.4250031;484.2250061;488.8000031;29.8399291;30.09297419;30.21805525
1514;1;19;28.94402915;-13.60184279;28.98657895;-13.52666694;28.96530323;-13.56254447;Spain;ESP;0;1;Spain;ESP;Europe;Southern Europe;Arrecife;Arrecife;GISCO OSM;0;0;0;0;0;0;Mediterranean Forests, Woodlands, and Scrub;Cambisols;25.61993954;Desert (arid), and  Hot arid;NAN;171.375;138.0750027;114.3500023;19.49744129;20.07462597;20.20465946
1515;1;32;11.28604487;-12.32134308;11.35123461;-12.24033229;11.31863903;-12.27999841;Guinea;GIN;0;1;Guinea;GIN;Africa;Western Africa;Lab‚;Lab‚;GISCO OSM;0;0;1;0;0;29;Tropical and Subtropical Moist Broadleaf Forests;Leptosols;1038.059263;Tropical savannah with dry winter;Senegal;1471.950043;1486.775024;1711.825012;23.74874544;24.06649256;24.31459951
1516;1;6;8.455303116;-12.2354764;8.471546445;-12.19497669;8.463424747;-12.21522621;Sierra Leone;SLE;0;1;Sierra Leone;SLE;Africa;Western Africa;Mile 91;Mile 91;GISCO OSM;0;0;0;0;0;0;Tropical and Subtropical Moist Broadleaf Forests;Plinthosols;75.9972784;Tropical savannah with dry winter;NAN;2417.92511;2692.5;2679.074951;26.45730448;26.71064281;26.87252331
1517;1;8;12.5419827;-12.20452455;12.56647151;-12.1632965;12.55524736;-12.18520558;Senegal;SEN;0;1;Senegal;SEN;Africa;Western Africa;Kedougou;Kedougou;GISCO OSM;0;0;1;0;0;5;Tropical and subtropical grasslands, savannas, and shrublands;Regosols;121.0178059;Tropical savannah with dry winter;Gambia;1043.225006;1069.774994;1178.525024;28.34327745;28.69007635;28.93050098
1518;1;17;10.34955108;-12.10601057;10.39838433;-12.05522374;10.37372796;-12.08238975;Guinea;GIN;0;1;Guinea;GIN;Africa;Western Africa;Mamou;Mamou;GISCO OSM;0;0;1;0;0;17;Tropical and subtropical grasslands, savannas, and shrublands;Leptosols;734.8560545;Tropical savannah with dry winter;NAN;1791.100037;1841.850006;2041.550018;25.09791899;25.4180851;25.63683748
1519;1;29;8.85334137;-12.07308955;8.926468138;-12.02216938;8.886541911;-12.04260796;Sierra Leone;SLE;0;1;Sierra Leone;SLE;Africa;Western Africa;Makeni;Makeni;GISCO OSM;1;1;1;14;15;21;Tropical and Subtropical Moist Broadleaf Forests;Ferralsols;102.5370866;Tropical savannah with dry winter;NAN;2272.825073;2664.925049;2372.250031;26.71485519;26.98181772;27.16047382
1520;1;40;7.919417163;-11.77419935;7.984358459;-11.7035065;7.953104969;-11.73955471;Sierra Leone;SLE;0;1;Sierra Leone;SLE;Africa;Western Africa;Bo;Bo;GISCO OSM;1;1;1;11;21;26;Tropical and Subtropical Moist Broadleaf Forests;Ferralsols;94.30867909;Tropical savannah with dry winter;NAN;2487.400024;2732.125;2734.700012;26.45660591;26.59995604;26.81701279
1521;1;22;14.43036744;-11.48095304;14.4713063;-11.40918653;14.45009217;-11.44167658;Mali;MLI;0;1;Mali;MLI;Africa;Western Africa;Kayes;Kayes;GISCO OSM;0;0;1;0;0;17;Tropical and subtropical grasslands, savannas, and shrublands;Lixisols;41.26540554;Steppe (semi-arid), and  Hot arid;Senegal;671.2750092;635.5250168;776.0500183;29.21073675;29.45820332;29.63067198
1522;1;35;7.838246052;-11.22021808;7.919417163;-11.16027174;7.874308465;-11.18484867;Sierra Leone;SLE;0;1;Sierra Leone;SLE;Africa;Western Africa;Kenema;Kenema;GISCO OSM;1;1;1;13;14;27;Tropical and Subtropical Moist Broadleaf Forests;Plinthosols;170.7427564;Tropical savannah with dry winter;NAN;2388.575073;2693.099976;2706.974976;26.24052095;26.34901905;26.57562017
1523;1;3;16.61253253;-11.41211008;16.62897405;-11.39131996;16.6193831;-11.40010813;Mauritania;MRT;0;1;Mauritania;MRT;Africa;Western Africa;Kiffa;Kiffa;GISCO OSM;0;0;0;0;0;0;Tropical and subtropical grasslands, savannas, and shrublands;Leptosols;127.2190051;Desert (arid), and  Hot arid;Senegal;222.0250053;257.4249992;305.6500015;29.43881178;29.77933311;29.84290123
1524;1;24;8.61774828;-11.00276955;8.666487016;-10.94233508;8.639748105;-10.97105357;Sierra Leone;SLE;0;1;Sierra Leone;SLE;Africa;Western Africa;Koidu Town;Koidu Town;GISCO OSM;1;1;1;15;15;16;Tropical and Subtropical Moist Broadleaf Forests;Leptosols;383.3060363;Tropical savannah with dry winter;NAN;2021.474976;2271.824951;2285.899963;25.19801617;25.27492666;25.52399397
1525;1;7;7.976240581;-10.86116984;8.000594399;-10.83079;7.988417421;-10.84317821;Sierra Leone;SLE;0;1;Sierra Leone;SLE;Africa;Western Africa;Daru;Daru;GISCO OSM;0;0;0;0;0;0;Tropical and Subtropical Moist Broadleaf Forests;Plinthosols;186.2428376;Tropical savannah with dry winter;NAN;2309.25;2680.775024;2615.575012;25.65001774;25.74772835;25.95364428
1526;1;256;6.216011174;-10.82811292;6.442997238;-10.62510217;6.321899475;-10.73716661;Liberia;LBR;0;1;Liberia;LBR;Africa;Western Africa;Monrovia;Monrovia;GISCO OSM;1;1;1;113;179;219;Tropical and Subtropical Moist Broadleaf Forests;Arenosols;9.085503089;Tropical monsoon;NAN;2582.649963;3062.224976;2815.525024;26.3971796;26.56339645;26.66124582
1527;1;16;10.01593425;-10.75857333;10.06474792;-10.71794605;10.04084921;-10.73873256;Guinea;GIN;0;1;Guinea;GIN;Africa;Western Africa;Faranah;Faranah;GISCO OSM;0;0;0;0;0;0;Tropical and subtropical grasslands, savannas, and shrublands;Ferralsols;441.810258;Tropical savannah with dry winter;Niger;1511.675018;1586.925018;1670.550018;25.86821079;26.05740976;26.33962345
1528;2;4;11.28604487;-10.72525135;11.30234177;-10.70467762;11.29419328;-10.71496424;Guinea;GIN;0;1;Guinea;GIN;Africa;Western Africa;Dinguiraye;Dinguiraye;GISCO OSM;0;0;0;0;0;0;Tropical and subtropical grasslands, savannas, and shrublands;Acrisols;460.765824;Tropical savannah with dry winter;Niger;1251.175018;1283.300018;1521.500031;26.33058453;26.50784349;26.79553652
1529;1;11;6.515965238;-10.37859471;6.548396761;-10.33831644;6.531812359;-10.35354514;Liberia;LBR;0;1;Liberia;LBR;Africa;Western Africa;Kakata;Kakata;GISCO OSM;0;0;1;0;0;10;Tropical and Subtropical Moist Broadleaf Forests;Ferralsols;87.01460531;Tropical monsoon;NAN;2582.725098;2968.525024;2710.450012;24.9923811;25.12328243;25.23922157
1530;2;18;28.45093147;-11.13172396;28.49340535;-11.07602658;28.46980795;-11.10491964;Morocco;MAR;0;1;Morocco;MAR;Africa;Northern Africa;Tan-Tan;Tan-Tan;GISCO OSM;0;0;1;0;0;18;Mediterranean Forests, Woodlands, and Scrub;Calcisols;59.53915823;Desert (arid), and  Hot arid;NAN;102.1000042;95.94999886;58.92500114;21.65763283;22.29631805;22.46177292
1531;1;15;8.54464468;-10.14773255;8.585257126;-10.10701097;8.563326199;-10.1284157;Guinea;GIN;0;1;Guinea;GIN;Africa;Western Africa;Gu‚ck‚dou;Gu‚ck‚dou;GISCO OSM;1;1;1;12;12;15;Tropical and Subtropical Moist Broadleaf Forests;Ferralsols;443.0437383;Tropical savannah with dry winter;NAN;1997.150055;2103.150055;2193.025024;25.03433943;25.10476685;25.31607103
1532;1;22;9.162137243;-10.11863674;9.227159875;-10.07754571;9.192800755;-10.10019989;Guinea;GIN;0;1;Guinea;GIN;Africa;Western Africa;Kissidougou;Kissidougou;GISCO OSM;0;1;1;0;15;22;Tropical and subtropical grasslands, savannas, and shrublands;Ferralsols;526.1631146;Tropical savannah with dry winter;Niger;1796.874969;1844.425018;1919.500031;24.93424845;25.01250124;25.25240803
1533;1;28;5.843186262;-10.06057399;5.908018376;-10.00042073;5.878785681;-10.03817223;Liberia;LBR;0;1;Liberia;LBR;Africa;Western Africa;Buchanan;Buchanan;GISCO OSM;0;0;0;0;0;0;Tropical and Subtropical Moist Broadleaf Forests;Arenosols;7.295773032;Tropical monsoon;NAN;2523.575012;3029.300049;2681.750031;26.28441811;26.4356513;26.52121258
1534;1;14;6.978192201;-9.492905879;7.018746595;-9.452403412;6.999048578;-9.471894428;Liberia;LBR;0;1;Liberia;LBR;Africa;Western Africa;Gbarnga;Gbarnga;GISCO OSM;0;0;0;0;0;0;Tropical and Subtropical Moist Broadleaf Forests;Ferralsols;248.3033948;Tropical monsoon;NAN;2220.549988;2575.875122;2249.125061;25.4866786;25.60754061;25.72067642
1535;1;18;8.512155916;-9.494160401;8.56088946;-9.434004104;8.542388482;-9.466218252;Guinea;GIN;0;1;Guinea;GIN;Africa;Western Africa;Macenta;Macenta;GISCO OSM;0;0;1;0;0;18;Tropical and Subtropical Moist Broadleaf Forests;Ferralsols;563.0405591;Tropical savannah with dry winter;NAN;1874.525024;1925.5;2090.050049;23.73546934;23.79531431;23.99843407
1536;1;15;13.02376162;-9.502147109;13.08094534;-9.47056327;13.04908522;-9.4895594;Mali;MLI;0;1;Mali;MLI;Africa;Western Africa;Kita;Kita;GISCO OSM;0;0;0;0;0;0;Tropical and subtropical grasslands, savannas, and shrublands;Regosols;349.25897;Tropical savannah with dry winter;Senegal;833.1500092;814.6000214;886.1500092;28.22753572;28.29773951;28.56882906
1537;1;13;28.96955824;-10.0820301;29.00360073;-10.03712638;28.98887028;-10.05820684;Morocco;MAR;0;1;Morocco;MAR;Africa;Northern Africa;Guelmim;Guelmim;GISCO OSM;1;1;1;9;9;13;Mediterranean Forests, Woodlands, and Scrub;Fluvisols;296.7763254;Desert (arid), and  Hot arid;NAN;132.9750061;109.5000038;83.65000057;20.60212517;21.23099232;21.42376423
1538;1;9;9.170264822;-9.313444751;9.194647987;-9.282877391;9.182456325;-9.298160614;Guinea;GIN;0;1;Guinea;GIN;Africa;Western Africa;Banankoro;Banankoro;GISCO OSM;0;0;1;0;0;8;Tropical and subtropical grasslands, savannas, and shrublands;Acrisols;686.1748101;Tropical savannah with dry winter;Niger;1686.975006;1760.949982;1959.825043;24.48731327;24.51796293;24.75136805
1539;1;27;10.34141249;-9.32424642;10.40652349;-9.273397862;10.37381662;-9.300834498;Guinea;GIN;0;1;Guinea;GIN;Africa;Western Africa;Kankan;Kankan;GISCO OSM;0;1;1;0;24;25;Tropical and subtropical grasslands, savannas, and shrublands;Leptosols;381.3238156;Tropical savannah with dry winter;Niger;1374.574982;1452.549988;1486.825012;26.11584187;26.10482407;26.35601568
1540;1;19;11.40013065;-9.202559287;11.4408798;-9.142111895;11.42264964;-9.174239526;Guinea;GIN;0;1;Guinea;GIN;Africa;Western Africa;Siguiri;Siguiri;GISCO OSM;0;0;1;0;0;12;Tropical and subtropical grasslands, savannas, and shrublands;Fluvisols;364.4610561;Tropical savannah with dry winter;Niger;1179.625031;1225.899979;1266.975037;26.74189711;26.81005192;27.06354427
1541;1;13;7.20531436;-9.004376652;7.245876435;-8.963871079;7.225595223;-8.983787288;Liberia;LBR;0;1;Liberia;LBR;Africa;Western Africa;Ganta;Ganta;GISCO OSM;0;0;0;0;0;0;Tropical and Subtropical Moist Broadleaf Forests;Ferralsols;281.7126492;Tropical savannah with dry winter;NAN;1974.550049;2206.875031;1948.600037;25.44143343;25.55765438;25.67046547
1542;1;12;29.66828651;-9.75442325;29.71095084;-9.70933975;29.69175104;-9.727985502;Morocco;MAR;0;1;Morocco;MAR;Africa;Northern Africa;Tiznit;Tiznit;GISCO OSM;1;1;1;6;9;10;Mediterranean Forests, Woodlands, and Scrub;Calcisols;250.018165;Desert (arid), and  Hot arid;NAN;201.7250061;155.4000034;127.6500034;19.14648771;19.78853893;19.99971342
1543;1;10;31.48344207;-9.781226953;31.52640971;-9.746509578;31.50750303;-9.760729897;Morocco;MAR;0;1;Morocco;MAR;Africa;Northern Africa;Essaouira;Essaouira;GISCO OSM;1;1;1;9;10;10;Mediterranean Forests, Woodlands, and Scrub;Calcisols;5.721328222;Steppe (semi-arid), and  Hot arid;NAN;295.7750053;237.3250084;214.5250015;18.40179586;18.95029736;19.20538139
1544;1;148;30.30897826;-9.670416065;30.46297874;-9.424608869;30.38567798;-9.541463005;Morocco;MAR;0;1;Morocco;MAR;Africa;Northern Africa;Agadir;Agadir;GISCO OSM;3;2;2;79;121;125;Mediterranean Forests, Woodlands, and Scrub;Fluvisols;41.54097632;Steppe (semi-arid), and  Hot arid;NAN;146.6500053;111.2250042;98.25000381;19.06668282;19.71317482;19.92646074
1545;1;38;7.716500726;-8.850666426;7.797662772;-8.780109182;7.755372327;-8.817689038;Guinea;GIN;0;1;Guinea;GIN;Africa;Western Africa;Nz‚r‚kor‚;Nz‚r‚kor‚;GISCO OSM;0;1;1;0;16;31;Tropical and Subtropical Moist Broadleaf Forests;Leptosols;481.1938979;Tropical savannah with dry winter;NAN;1905.025055;1990.775024;1896.600037;24.93643951;25.04615355;25.16717815
1546;1;6;30.37741158;-9.229818023;30.41163504;-9.20594045;30.39452275;-9.217877609;Morocco;MAR;0;1;Morocco;MAR;Africa;Northern Africa;Ouled-Teima;Ouled-Teima;GISCO OSM;0;0;1;0;0;6;Mediterranean Forests, Woodlands, and Scrub;Fluvisols;122.2153133;Desert (arid), and  Hot arid;NAN;227.9250031;171.7000008;147.8750057;19.00048876;19.65785408;19.87962103
1547;1;45;32.21491794;-9.270641612;32.33560804;-9.189842165;32.28301419;-9.237151482;Morocco;MAR;0;1;Morocco;MAR;Africa;Northern Africa;Safi;Safi;GISCO OSM;1;1;1;28;32;40;Mediterranean Forests, Woodlands, and Scrub;Kastanozems;49.43256089;Steppe (semi-arid), and  Hot arid;NAN;369.5250015;300.1000023;265.7500076;18.50787306;19.02848625;19.28511667
1548;1;10;8.86146629;-8.283285418;8.893966662;-8.252789147;8.877716338;-8.269990767;Guinea;GIN;0;1;Guinea;GIN;Africa;Western Africa;Sinko;Sinko;GISCO OSM;0;0;0;0;0;0;Tropical and subtropical grasslands, savannas, and shrublands;Acrisols;738.4476868;Tropical savannah with dry winter;Niger;1554.75;1581.850006;1661.075012;24.57551575;24.6567831;24.80193424
1549;1;14;7.237763908;-8.172487157;7.2783271;-8.122168316;7.260363228;-8.150889202;C“te d'Ivoire;CIV;0;1;C“te d'Ivoire;CIV;Africa;Western Africa;Danan‚;Danan‚;GISCO OSM;0;1;1;0;10;12;Tropical and Subtropical Moist Broadleaf Forests;Ferralsols;350.9805919;Tropical savannah with dry winter;Cavally;1809.725037;1981.850006;1779.774994;25.23958397;25.3726387;25.48538637
1550;1;9;30.46297874;-8.905145745;30.48865442;-8.850445832;30.47296342;-8.877876661;Morocco;MAR;0;1;Morocco;MAR;Africa;Northern Africa;Taroudant;Taroudant;GISCO OSM;0;0;1;0;0;8;Mediterranean Forests, Woodlands, and Scrub;Fluvisols;238.4640006;Desert (arid), and  Hot arid;NAN;268.8250008;198.1500034;186.3500061;17.58946896;18.25321054;18.49572515
1551;1;444;38.58827256;-9.45298713;38.90819041;-9.034218688;38.74193979;-9.22688201;Portugal;PRT;0;1;Portugal;PRT;Europe;Southern Europe;Lisbon;Lisbon;GISCO OSM;2;1;1;356;411;430;Mediterranean Forests, Woodlands, and Scrub;Cambisols;85.96338747;Mild temperate with dry summer, and  Hot summer;NAN;822.1500244;837.7250061;876.9250259;17.31099558;17.10311079;17.50232983
1552;1;23;12.70525831;-8.116730927;12.77057975;-8.044517438;12.74377588;-8.074568189;Mali;MLI;0;1;Mali;MLI;Africa;Western Africa;Kati;Kati;GISCO OSM;0;0;1;0;0;17;Tropical and subtropical grasslands, savannas, and shrublands;Leptosols;440.8997093;Tropical savannah with dry winter;Niger;932.4250183;869.8000183;897.0250092;27.71978426;27.66186047;27.92488432
1553;1;332;12.51749479;-8.11271715;12.7297531;-7.831287332;12.62064018;-7.979711566;Mali;MLI;0;1;Mali;MLI;Africa;Western Africa;Bamako;Bamako;GISCO OSM;2;1;1;109;159;225;Tropical and subtropical grasslands, savannas, and shrublands;Lixisols;355.0280869;Tropical savannah with dry winter;Niger;938.2249908;843.4750214;960.9500275;28.06555414;27.96007967;28.20846844
1555;1;14;12.49300776;-7.949731537;12.5419827;-7.909223351;12.51749479;-7.928754083;Mali;MLI;0;1;Mali;MLI;Africa;Western Africa;S‚nou;S‚nou;GISCO OSM;0;0;0;0;0;0;Tropical and subtropical grasslands, savannas, and shrublands;Lixisols;368.8948516;Tropical savannah with dry winter;Niger;938.2249908;843.4750214;960.9500275;28.06555414;27.96007967;28.20846844
1557;1;14;32.22353665;-8.546143939;32.26663485;-8.50136096;32.24570047;-8.525656067;Morocco;MAR;0;1;Morocco;MAR;Africa;Northern Africa;Youssoufia ????????? ????????;Youssoufia ????????? ????????;GISCO OSM;0;1;1;0;13;13;Mediterranean Forests, Woodlands, and Scrub;Fluvisols;309.7041603;Steppe (semi-arid), and  Hot arid;NAN;369.2750092;306.0249977;275.0000038;18.36613035;18.91794252;19.1413188
1558;1;42;33.19946797;-8.570682458;33.26871446;-8.459751628;33.23656173;-8.510588945;Morocco;MAR;0;1;Morocco;MAR;Africa;Northern Africa;El Jadida;El Jadida;GISCO OSM;1;1;1;21;22;30;Mediterranean Forests, Woodlands, and Scrub;Kastanozems;15.26721909;Mild temperate with dry summer, and  Hot summer;NAN;373.7500076;335.2500076;302.0750008;18.28364468;18.74085045;18.98733854
1559;1;15;38.50837677;-8.91391602;38.5438819;-8.842140409;38.5276079;-8.879642214;Portugal;PRT;0;1;Portugal;PRT;Europe;Southern Europe;Set£bal;Set£bal;GISCO OSM;1;1;1;13;14;15;Mediterranean Forests, Woodlands, and Scrub;Cambisols;30.06980626;Mild temperate with dry summer, and  Hot summer;NAN;762.8250275;788.4250183;804.4250183;17.38737679;17.18778515;17.57893276
1560;1;11;32.62896626;-8.448016918;32.6721377;-8.402601451;32.65133593;-8.426614161;Morocco;MAR;0;1;Morocco;MAR;Africa;Northern Africa;Sidi Bennour;Sidi Bennour;GISCO OSM;1;1;1;10;10;9;Mediterranean Forests, Woodlands, and Scrub;Kastanozems;180.0016162;Steppe (semi-arid), and  Hot arid;NAN;378.4250107;334.2250061;299.8500061;18.55155373;19.07768631;19.289042
1561;1;12;27.64514046;-8.153988065;27.68749381;-8.110568576;27.66631636;-8.132782676;Algeria;DZA;0;1;Algeria;DZA;Africa;Northern Africa;Tinduf;Tinduf;GISCO OSM;0;0;0;0;0;0;Deserts and Xeric Shrublands;Calcisols;401.9307999;Desert (arid), and  Hot arid;NAN;58.85000086;53.59999943;40.10000038;22.70364571;23.39059591;23.57702589
1562;1;29;7.375684507;-7.57253898;7.432480107;-7.512018035;7.406040427;-7.547530302;C“te d'Ivoire;CIV;0;1;C“te d'Ivoire;CIV;Africa;Western Africa;Man;Man;GISCO OSM;0;1;1;0;14;23;Tropical and Subtropical Moist Broadleaf Forests;Acrisols;351.4008811;Tropical savannah with dry winter;Sassandra;1658.925049;1811.150024;1635.750031;24.99413443;25.13197088;25.25678587
1563;1;12;6.524073043;-7.523630015;6.556504768;-7.473314953;6.542315789;-7.496858616;C“te d'Ivoire;CIV;0;1;C“te d'Ivoire;CIV;Africa;Western Africa;Guiglo;Guiglo;GISCO OSM;0;0;1;0;0;11;Tropical and Subtropical Moist Broadleaf Forests;Acrisols;212.334114;Tropical savannah with dry winter;Sassandra;1535.250031;1733.175018;1409.899994;25.78179979;25.96085835;26.06299591
1567;1;12;6.718675595;-7.365214097;6.759221517;-7.325055612;6.739624159;-7.349240439;C“te d'Ivoire;CIV;0;1;C“te d'Ivoire;CIV;Africa;Western Africa;Duekoue;Duekoue;GISCO OSM;0;0;1;0;0;11;Tropical and Subtropical Moist Broadleaf Forests;Acrisols;242.4668676;Tropical savannah with dry winter;Sassandra;1535.250031;1733.175018;1409.899994;25.78179979;25.96085835;26.06299591
1568;1;94;42.15660001;-8.824468949;42.28344432;-8.623186497;42.21557657;-8.72144773;Spain;ESP;0;1;Spain;ESP;Europe;Southern Europe;Vigo;Vigo;GISCO OSM;1;1;1;79;88;91;Temperate Broadleaf and Mixed Forests;Cambisols;95.92145292;Mild temperate with dry summer, and  Warm summer;NAN;1456.700043;1817.550018;1494.300018;14.59832525;14.46303749;14.79153776
1569;1;343;40.99221366;-8.735132971;41.2803256;-8.440382918;41.16465387;-8.60914901;Portugal;PRT;0;1;Portugal;PRT;Europe;Southern Europe;Porto;Porto;GISCO OSM;1;1;1;262;306;331;Temperate Broadleaf and Mixed Forests;Cambisols;82.77645354;Mild temperate with dry summer, and  Warm summer;Douro;1112.175018;1354.175018;1174.15004;15.56829762;15.35318136;15.73212075
1570;1;91;31.56938483;-8.036774762;31.71555629;-7.926530938;31.63953063;-7.987747772;Morocco;MAR;0;1;Morocco;MAR;Africa;Northern Africa;Marrakesh;Marrakesh;GISCO OSM;1;1;1;43;63;66;Mediterranean Forests, Woodlands, and Scrub;Fluvisols;455.5751504;Steppe (semi-arid), and  Hot arid;NAN;344.4750099;271.3999977;253.625;19.61144638;20.21773911;20.43684006
1571;1;10;32.22353665;-7.9700259;32.25801459;-7.935411453;32.23818917;-7.952810911;Morocco;MAR;0;1;Morocco;MAR;Africa;Northern Africa;Ben Guerir;Ben Guerir;GISCO OSM;1;1;1;3;5;9;Mediterranean Forests, Woodlands, and Scrub;Calcisols;469.7716763;Steppe (semi-arid), and  Hot arid;NAN;368.6500092;305.3500023;284.2000046;18.9753809;19.52737522;19.75298882
1572;1;17;40.18439868;-8.449201724;40.23814006;-8.386729521;40.21258457;-8.416324818;Portugal;PRT;0;1;Portugal;PRT;Europe;Southern Europe;Coimbra;Coimbra;GISCO OSM;1;1;1;17;17;17;Mediterranean Forests, Woodlands, and Scrub;Cambisols;75.47403347;Mild temperate with dry summer, and  Hot summer;NAN;880.3250122;1015.750046;934.3000336;15.77985358;15.54740262;15.9396522
1573;1;30;41.50574402;-8.468975874;41.56891366;-8.376344695;41.5430414;-8.424359091;Portugal;PRT;0;1;Portugal;PRT;Europe;Southern Europe;Braga;Braga;GISCO OSM;1;1;1;15;17;23;Temperate Broadleaf and Mixed Forests;Cambisols;175.8484868;Mild temperate with dry summer, and  Warm summer;NAN;1216.175018;1512.675018;1254.100052;11.99230719;11.8045373;12.16469765
