X.U.FEFF.ID_HDC_G0;QA2_1V;AREA;BBX_LATMN;BBX_LONMN;BBX_LATMX;BBX_LONMX;GCPNT_LAT;GCPNT_LON;CTR_MN_NM;CTR_MN_ISO;XBRDR;XCTR_NBR;XC_NM_LST;XC_ISO_LST;GRGN_L1;GRGN_L2;UC_NM_MN;UC_NM_LST;UC_NM_SRC;H75_NBR;H90_NBR;H00_NBR;H75_AREA;H90_AREA;H00_AREA;E_BM_NM_LST;E_SL_LST;EL_AV_ALS;E_KG_NM_LST;E_RB_NM_LST;E_WR_P_90;E_WR_P_00;E_WR_P_14;E_WR_T_90;E_WR_T_00;E_WR_T_14
2;2;42;-17.64118448;-149.6280882;-17.5176306;-149.508018;-17.53410288;-149.5680531;French Polynesia;PYF;0;1;French Polynesia;PYF;Oceania;Polynesia;Papeete;Papeete;GISCO OSM;0;1;1;0;29;29;Tropical and Subtropical Moist Broadleaf Forests;NAN;33.69031803;NAN;NAN;1623.150055;1376.275009;1536.075012;21.90713358;22.04116774;22.02163267
3;1;55;34.85851712;-120.475511;34.98933425;-120.3891829;34.92312304;-120.4343724;United States;USA;0;1;United States;USA;Northern America;Northern America;Santa Maria;Santa Maria;GISCO OSM;0;1;1;0;50;53;Mediterranean Forests, Woodlands, and Scrub;Luvisols;87.12809223;Mild temperate with dry summer, and  Warm summer;NAN;315.3000069;416.9250107;245.1750011;13.84248376;13.21675515;14.71819115
4;1;48;36.58299715;-121.9522146;36.63574278;-121.8118164;36.60771997;-121.8823776;United States;USA;0;1;United States;USA;Northern America;Northern America;Monterey;Monterey;GISCO OSM;0;0;1;0;0;44;Mediterranean Forests, Woodlands, and Scrub;Phaeozems;38.54796203;Mild temperate with dry summer, and  Warm summer;NAN;297.7250099;481.5500031;324.9250069;14.01368928;13.86521363;15.27411008
5;1;60;34.3882203;-119.8538547;34.45783072;-119.6584131;34.42766353;-119.7436927;United States;USA;0;1;United States;USA;Northern America;Northern America;Santa Barbara;Santa Barbara;GISCO OSM;0;1;1;0;31;35;Mediterranean Forests, Woodlands, and Scrub;Luvisols;38.29809451;Mild temperate with dry summer, and  Warm summer;NAN;251.6750031;319.7000084;183.9250069;14.54504657;13.86678267;15.37690687
6;1;57;36.94369719;-122.0671663;36.99653622;-121.8687297;36.97127374;-121.9786845;United States;USA;0;1;United States;USA;Northern America;Northern America;Santa Cruz;Santa Cruz;GISCO OSM;1;1;1;40;42;56;Mediterranean Forests, Woodlands, and Scrub;Phaeozems;24.08581144;Mild temperate with dry summer, and  Warm summer;NAN;297.7250099;481.5500031;324.9250069;14.01368928;13.86521363;15.27411008
7;1;54;36.64453504;-121.6895178;36.74127479;-121.5837793;36.68899056;-121.6408306;United States;USA;0;1;United States;USA;Northern America;Northern America;Salinas;Salinas;GISCO OSM;1;1;1;41;49;53;Mediterranean Forests, Woodlands, and Scrub;Luvisols;21.30891932;Mild temperate with dry summer, and  Warm summer;Salinas;297.7250099;481.5500031;324.9250069;14.01368928;13.86521363;15.27411008
9;1;21;36.89087193;-121.8026085;36.94369719;-121.727724;36.91958872;-121.7646884;United States;USA;0;1;United States;USA;Northern America;Northern America;Watsonville;Watsonville;GISCO OSM;0;0;0;0;0;0;Mediterranean Forests, Woodlands, and Scrub;Phaeozems;19.73178283;Mild temperate with dry summer, and  Warm summer;NAN;297.7250099;481.5500031;324.9250069;14.01368928;13.86521363;15.27411008
11;1;38;34.20559648;-119.0955114;34.24906479;-118.9607879;34.22938861;-119.0329294;United States;USA;0;1;United States;USA;Northern America;Northern America;Camarillo;Camarillo;GISCO OSM;0;0;1;0;0;36;Mediterranean Forests, Woodlands, and Scrub;Luvisols;67.41640989;Mild temperate with dry summer, and  Hot summer;NAN;313.0999947;394.6500168;238.6750031;16.23272729;15.53166127;17.05357695
12;1;105;34.13606475;-118.993479;34.23167645;-118.7309419;34.18196155;-118.8641047;United States;USA;0;1;United States;USA;Northern America;Northern America;Thousand Oaks;Thousand Oaks;GISCO OSM;0;1;1;0;72;101;Mediterranean Forests, Woodlands, and Scrub;Luvisols;270.9833126;Mild temperate with dry summer, and  Warm summer;NAN;346.875;401.8249969;262.8000031;15.5053575;14.76368022;16.24344993
15;1;35;38.21570891;-122.6853581;38.27775293;-122.5713166;38.24622195;-122.6323799;United States;USA;0;1;United States;USA;Northern America;Northern America;Petaluma;Petaluma;GISCO OSM;0;0;0;0;0;0;Mediterranean Forests, Woodlands, and Scrub;Phaeozems;16.85365879;Mild temperate with dry summer, and  Warm summer;NAN;606.9500122;959.2750092;668.4000206;14.27060604;14.23627567;15.28851104
16;1;53;34.24037045;-118.8153297;34.30123792;-118.6545373;34.27227869;-118.740073;United States;USA;0;1;United States;USA;Northern America;Northern America;Simi Valley;Simi Valley;GISCO OSM;1;1;1;35;46;52;Mediterranean Forests, Woodlands, and Scrub;Luvisols;291.1461131;Mild temperate with dry summer, and  Warm summer;NAN;346.875;401.8249969;262.8000031;15.5053575;14.76368022;16.24344993
17;1;80;38.38416043;-122.7826757;38.48175223;-122.6273329;38.44448407;-122.7137258;United States;USA;0;1;United States;USA;Northern America;Northern America;Santa Rosa;Santa Rosa;GISCO OSM;1;1;1;57;61;67;Mediterranean Forests, Woodlands, and Scrub;Phaeozems;58.84013425;Mild temperate with dry summer, and  Warm summer;NAN;606.9500122;959.2750092;668.4000206;14.27060604;14.23627567;15.28851104
19;1;36;32.3269853;-117.1071767;32.42185244;-117.0185263;32.37752852;-117.0591654;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Rosarito;Rosarito;GISCO OSM;0;0;0;0;0;0;Mediterranean Forests, Woodlands, and Scrub;Leptosols;53.92356803;Steppe (semi-arid), and  Cold arid;NAN;229.5750103;174.5000019;182.6750031;17.41670513;16.90717888;18.36003733
20;1;90;31.76716698;-116.6810092;31.9220644;-116.5467671;31.85349583;-116.6004579;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Ensenada;Ensenada;GISCO OSM;1;1;1;35;59;69;Mediterranean Forests, Woodlands, and Scrub;Leptosols;60.75149632;Steppe (semi-arid), and  Cold arid;NAN;208.350008;151.8500004;174;16.92954731;16.51486111;17.93287373
22;1;49;37.64936214;-121.8202466;37.72890602;-121.6892131;37.68840859;-121.7539797;United States;USA;0;1;United States;USA;Northern America;Northern America;Livermore;Livermore;GISCO OSM;0;0;1;0;0;45;Mediterranean Forests, Woodlands, and Scrub;Luvisols;158.2858012;Mild temperate with dry summer, and  Warm summer;NAN;377.3999939;578.0250092;400.6999969;13.94401574;13.96902299;15.12280512
24;1;114;34.36212202;-118.6122341;34.47523674;-118.4288169;34.42012237;-118.5319524;United States;USA;0;1;United States;USA;Northern America;Northern America;Santa Clarita;Santa Clarita;GISCO OSM;0;0;1;0;0;92;Mediterranean Forests, Woodlands, and Scrub;Regosols;412.5148947;Mild temperate with dry summer, and  Warm summer;NAN;346.875;401.8249969;262.8000031;15.5053575;14.76368022;16.24344993
25;1;34;38.27775293;-122.3516495;38.34868475;-122.2540403;38.3087824;-122.3012615;United States;USA;0;1;United States;USA;Northern America;Northern America;Napa;Napa;GISCO OSM;0;1;1;0;32;32;Mediterranean Forests, Woodlands, and Scrub;Phaeozems;20.37427493;Mild temperate with dry summer, and  Warm summer;NAN;511.9250031;795.1250153;553.2250061;14.24008513;14.32863712;15.37228203
26;1;166;37.91463339;-121.9851813;38.04740354;-121.6668456;37.98543292;-121.7975158;United States;USA;0;1;United States;USA;Northern America;Northern America;Antioch;Antioch;GISCO OSM;1;1;1;51;90;93;Temperate Grasslands, Savannas, and Shrublands;Luvisols;31.70000336;Mild temperate with dry summer, and  Warm summer;San Joaquin River;377.3999939;578.0250092;400.6999969;13.94401574;13.96902299;15.12280512
27;1;40;38.23343374;-122.0846503;38.29548345;-121.9755881;38.2640129;-122.0302527;United States;USA;0;1;United States;USA;Northern America;Northern America;Fairfield;Fairfield;GISCO OSM;1;1;1;30;36;38;Temperate Grasslands, Savannas, and Shrublands;Luvisols;19.37077525;Mild temperate with dry summer, and  Warm summer;NAN;511.9250031;795.1250153;553.2250061;14.24008513;14.32863712;15.37228203
28;1;49;37.68471102;-121.4847273;37.77311093;-121.3792567;37.73007868;-121.4314133;United States;USA;0;1;United States;USA;Northern America;Northern America;Tracy;Tracy;GISCO OSM;0;0;1;0;0;41;Temperate Grasslands, Savannas, and Shrublands;Luvisols;20.73777047;Mild temperate with dry summer, and  Hot summer;San Joaquin River;264.5000076;387.6750107;277.8250027;15.7457211;15.78851843;17.04826498
29;1;306;35.26867459;-119.188659;35.45218866;-118.8894958;35.36381044;-119.0475354;United States;USA;0;1;United States;USA;Northern America;Northern America;Bakersfield;Bakersfield;GISCO OSM;1;1;1;134;199;265;Temperate Grasslands, Savannas, and Shrublands;Solonetz;128.5494254;Steppe (semi-arid), and  Hot arid;NAN;111.0250015;130.2750015;83.35000134;17.97289371;17.61701679;19.10495472
30;1;34;38.31321559;-122.0248587;38.3752909;-121.9249562;38.34685897;-121.9694469;United States;USA;0;1;United States;USA;Northern America;Northern America;Vacaville;Vacaville;GISCO OSM;1;1;1;27;28;33;Temperate Grasslands, Savannas, and Shrublands;Luvisols;44.20911101;Mild temperate with dry summer, and  Hot summer;Sacramento River;318.8500137;480.8500137;336.8000069;15.84672594;15.91168189;16.96158934
34;1;185;37.88809016;-121.3994127;38.05625809;-121.1977537;37.97378272;-121.2952444;United States;USA;0;1;United States;USA;Northern America;Northern America;Stockton;Stockton;GISCO OSM;1;1;1;116;151;165;Temperate Grasslands, Savannas, and Shrublands;Fluvisols;5.670989942;Mild temperate with dry summer, and  Hot summer;San Joaquin River;264.5000076;387.6750107;277.8250027;15.7457211;15.78851843;17.04826498
35;1;146;37.5786833;-121.1022932;37.72006623;-120.8943862;37.65057261;-120.9871322;United States;USA;0;1;United States;USA;Northern America;Northern America;Modesto;Modesto;GISCO OSM;1;1;1;126;135;141;Temperate Grasslands, Savannas, and Shrublands;Fluvisols;27.84016726;Mild temperate with dry summer, and  Hot summer;San Joaquin River;297.9250107;407.7750015;300.4500103;16.54368782;16.49131393;17.77433062
36;1;32;37.47271223;-120.8906338;37.53452182;-120.815163;37.50609806;-120.8528115;United States;USA;0;1;United States;USA;Northern America;Northern America;Turlock;Turlock;GISCO OSM;0;0;1;0;0;31;Temperate Grasslands, Savannas, and Shrublands;Fluvisols;35.16984442;Mild temperate with dry summer, and  Hot summer;San Joaquin River;297.9250107;407.7750015;300.4500103;16.54368782;16.49131393;17.77433062
38;1;27;36.30191501;-119.6850504;36.3721497;-119.6165872;36.33719196;-119.6524538;United States;USA;0;1;United States;USA;Northern America;Northern America;Hanford;Hanford;GISCO OSM;0;0;0;0;0;0;Temperate Grasslands, Savannas, and Shrublands;Solonetz;75.07087174;Steppe (semi-arid), and  Cold arid;NAN;152.9000015;189.5250053;131.4500046;16.93942976;16.47277021;17.79794502
39;1;37;37.27857816;-120.5215731;37.34032764;-120.433041;37.31016576;-120.4772476;United States;USA;0;1;United States;USA;Northern America;Northern America;Merced;Merced;GISCO OSM;0;0;1;0;0;33;Temperate Grasslands, Savannas, and Shrublands;Luvisols;54.71889612;Mild temperate with dry summer, and  Hot summer;San Joaquin River;254.4000053;344.8500061;252.4750023;16.89811039;16.78609085;18.06275463
40;1;28;38.535005;-121.8013506;38.57051506;-121.677947;38.55275921;-121.7396426;United States;USA;0;1;United States;USA;Northern America;Northern America;Davis;Davis;GISCO OSM;0;0;1;0;0;26;Temperate Grasslands, Savannas, and Shrublands;Fluvisols;13.20209423;Mild temperate with dry summer, and  Hot summer;Sacramento River;382.7750015;533.25;397.4000092;15.95614338;16.03058004;17.08643341
41;1;26;33.77137512;-117.2468199;33.84079447;-117.1719274;33.81242342;-117.212892;United States;USA;0;1;United States;USA;Northern America;Northern America;Perris;Perris;GISCO OSM;0;0;0;0;0;0;Mediterranean Forests, Woodlands, and Scrub;Fluvisols;444.6038554;Steppe (semi-arid), and  Cold arid;NAN;286.9750023;244.3250008;227.125;17.23491192;16.65975046;18.12471008
42;1;30;38.10053688;-121.3244815;38.16254411;-121.2389538;38.12799478;-121.2812501;United States;USA;0;1;United States;USA;Northern America;Northern America;Lodi;Lodi;GISCO OSM;0;0;1;0;0;30;Temperate Grasslands, Savannas, and Shrublands;Histosols;14.28090976;Mild temperate with dry summer, and  Hot summer;San Joaquin River;331.6500092;473.6000137;346.0750084;16.36444759;16.4575305;17.58591318
43;1;37;22.87125566;-109.9759534;22.94636386;-109.896209;22.90700339;-109.9328027;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Cabo San Lucas;Cabo San Lucas;GISCO OSM;0;0;1;0;0;30;Deserts and Xeric Shrublands;Regosols;86.28980522;Desert (arid), and  Hot arid;NAN;511.6250229;344.1500015;616.4500275;23.99867201;24.12101126;24.77862358
44;1;28;36.92608724;-120.10872;36.98772876;-120.0312435;36.96005066;-120.0665228;United States;USA;0;1;United States;USA;Northern America;Northern America;Madera;Madera;GISCO OSM;0;0;0;0;0;0;Temperate Grasslands, Savannas, and Shrublands;Luvisols;83.4270983;Steppe (semi-arid), and  Cold arid;San Joaquin River;203.3750038;271.1749992;191.3500004;16.73636484;16.46598363;17.82210588
45;1;76;33.87551212;-117.3170397;33.97969704;-117.1826564;33.92725586;-117.2411723;United States;USA;0;1;United States;USA;Northern America;Northern America;Moreno Valley;Moreno Valley;GISCO OSM;1;1;1;57;52;55;Mediterranean Forests, Woodlands, and Scrub;Luvisols;497.1472487;Mild temperate with dry summer, and  Hot summer;NAN;286.9750023;244.3250008;227.125;17.23491192;16.65975046;18.12471008
46;1;346;36.66212068;-119.9303897;36.89967518;-119.6353999;36.78757662;-119.7705095;United States;USA;0;1;United States;USA;Northern America;Northern America;Fresno;Fresno;GISCO OSM;1;1;1;178;296;325;Temperate Grasslands, Savannas, and Shrublands;Luvisols;101.409883;Steppe (semi-arid), and  Hot arid;NAN;189.0000038;235.4250031;169.925005;17.81812143;17.54128408;18.90532923
47;1;26;38.65931904;-121.8097836;38.69485218;-121.7145065;38.67605979;-121.7635416;United States;USA;0;1;United States;USA;Northern America;Northern America;Woodland;Woodland;GISCO OSM;0;0;0;0;0;0;Temperate Grasslands, Savannas, and Shrublands;Luvisols;16.97976205;Mild temperate with dry summer, and  Hot summer;Sacramento River;382.7750015;533.25;397.4000092;15.95614338;16.03058004;17.08643341
48;1;72;36.29313734;-119.4310103;36.36336906;-119.2377104;36.32739672;-119.3271873;United States;USA;0;1;United States;USA;Northern America;Northern America;Visalia;Visalia;GISCO OSM;0;1;1;0;40;46;Temperate Grasslands, Savannas, and Shrublands;Fluvisols;100.6424161;Steppe (semi-arid), and  Hot arid;NAN;199.1749992;239.9000015;172.7000008;17.68333769;17.1458168;18.45828629
49;1;811;38.3752909;-121.5898743;38.84594201;-121.1908781;38.60280713;-121.3875759;United States;USA;0;1;United States;USA;Northern America;Northern America;Sacramento;Sacramento;GISCO OSM;2;1;1;432;579;693;Temperate Grasslands, Savannas, and Shrublands;Fluvisols;25.35918009;Mild temperate with dry summer, and  Hot summer;Sacramento River;418.6750031;552.4750061;429.2500191;15.8921752;16.05484128;17.10165453
51;1;29;36.04751295;-119.0811621;36.10012241;-118.9849063;36.07003664;-119.0345988;United States;USA;0;1;United States;USA;Northern America;Northern America;Porterville;Porterville;GISCO OSM;0;0;0;0;0;0;Temperate Grasslands, Savannas, and Shrublands;Luvisols;138.2484666;Steppe (semi-arid), and  Hot arid;NAN;199.1749992;239.9000015;172.7000008;17.68333769;17.1458168;18.45828629
52;1;68;24.0414334;-110.3520184;24.17542224;-110.2598705;24.11765765;-110.3101186;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;La Paz;La Paz;GISCO OSM;0;1;1;0;33;47;Deserts and Xeric Shrublands;Calcisols;47.32693997;Desert (arid), and  Hot arid;NAN;270.8000107;200.0750103;363.775013;22.61257696;22.8600359;23.61482906
53;1;24;23.0381843;-109.7409767;23.12167808;-109.6861894;23.08410344;-109.7121747;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;San Jos‚ del Cabo;San Jos‚ del Cabo;GISCO OSM;0;0;0;0;0;0;Deserts and Xeric Shrublands;Regosols;55.20589669;Desert (arid), and  Hot arid;NAN;529.9250107;351.6750031;667.5000229;22.40864944;22.56195879;23.22371578
54;1;42;34.42302279;-117.4110151;34.50134834;-117.2868782;34.47192121;-117.3479744;United States;USA;0;1;United States;USA;Northern America;Northern America;Hesperia;Hesperia;GISCO OSM;0;0;0;0;0;0;Deserts and Xeric Shrublands;Luvisols;968.4534615;Mild temperate with dry summer, and  Warm summer;NAN;411.4250107;355.8749962;342.0000038;13.97738051;13.37538695;14.81475878
55;1;29;39.09505864;-121.6662906;39.16629531;-121.5961996;39.12929186;-121.6315123;United States;USA;0;1;United States;USA;Northern America;Northern America;Yuba City;Yuba City;GISCO OSM;0;0;0;0;0;0;Temperate Grasslands, Savannas, and Shrublands;Fluvisols;16.76377295;Mild temperate with dry summer, and  Hot summer;Sacramento River;440.7999954;570.775032;440.8750153;16.0870285;16.11996841;17.20181465
58;1;49;39.70143843;-121.8981505;39.7818434;-121.7744941;39.7456477;-121.8371626;United States;USA;0;1;United States;USA;Northern America;Northern America;Chico;Chico;GISCO OSM;0;1;1;0;35;45;Temperate Grasslands, Savannas, and Shrublands;Fluvisols;64.1724704;Mild temperate with dry summer, and  Hot summer;Sacramento River;659.8250275;880.9750061;679.5750122;15.13679934;15.16884351;16.17119193
60;1;39;32.65486818;-114.691961;32.73259095;-114.5893268;32.69350494;-114.6386481;United States;USA;0;1;United States;USA;Northern America;Northern America;Yuma;Yuma;GISCO OSM;0;0;1;0;0;37;Deserts and Xeric Shrublands;Luvisols;47.65835083;Desert (arid), and  Hot arid;Colorado River (Pacific Ocean);67.52500057;29.20000052;60.49999905;23.50281668;23.28955841;24.4643693
61;1;25;31.29447276;-113.5623838;31.35458378;-113.4808226;31.32555694;-113.5290387;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Puerto Pe¤asco;Puerto Pe¤asco;GISCO OSM;0;0;0;0;0;0;Deserts and Xeric Shrublands;Regosols;7.254238734;Desert (arid), and  Hot arid;NAN;75.00000191;52.74999952;90.35000229;22.96482325;22.68184423;23.76784754
62;1;39;27.86544603;-110.9499872;27.95870325;-110.8583593;27.92098366;-110.9093828;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Guaymas;Guaymas;GISCO OSM;0;0;1;0;0;33;Deserts and Xeric Shrublands;Leptosols;58.00463296;Desert (arid), and  Hot arid;NAN;367.25;260.4749985;439.7250061;24.99682188;25.47805882;26.28310585
63;1;51;25.74548114;-109.0432448;25.83807798;-108.9553687;25.79062073;-108.9966531;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Los Mochis;Los Mochis;GISCO OSM;1;1;1;41;44;47;Tropical and Subtropical Dry Broadleaf Forests;Vertisols;14.26540223;Desert (arid), and  Hot arid;Fuerte;465.9000168;317.7749977;549.4500046;24.39720488;24.82237625;25.51989794
64;1;18;30.69415238;-112.1883898;30.73698523;-112.1226415;30.72032716;-112.1557487;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Heroica Caborca;Heroica Caborca;GISCO OSM;0;0;0;0;0;0;Deserts and Xeric Shrublands;Regosols;290.9125587;Desert (arid), and  Hot arid;Conception;180.7999992;164.75;199.6500053;22.50869799;22.44719076;23.37303972
65;1;154;28.99508971;-111.0522573;29.17387701;-110.9074974;29.08551907;-110.9745991;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Hermosillo;Hermosillo;GISCO OSM;1;1;1;102;136;141;Deserts and Xeric Shrublands;Regosols;231.4753115;Desert (arid), and  Hot arid;NAN;415.0750046;333.8750076;378.6500015;24.64431906;25.25056791;26.04652882
66;1;65;27.43346669;-110.0057591;27.52658411;-109.8925565;27.48249613;-109.939327;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Ciudad Obreg¢n;Ciudad Obreg¢n;GISCO OSM;1;1;1;50;55;61;Tropical and Subtropical Dry Broadleaf Forests;Vertisols;38.0961782;Desert (arid), and  Hot arid;Yaqui;406.3250122;278.3000031;475.6250153;24.33012676;24.88972664;25.648911
68;1;28;27.04438757;-109.4831508;27.10356207;-109.4081036;27.07155807;-109.4427497;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Navojoa;Navojoa;GISCO OSM;0;1;1;0;27;27;Tropical and Subtropical Dry Broadleaf Forests;Vertisols;45.04944939;Steppe (semi-arid), and  Hot arid;NAN;636.7500153;409.6750031;728.1999969;24.25964785;24.81702757;25.57648087
69;1;70;42.26531788;-122.9335072;42.39224391;-122.7993962;42.33705819;-122.8681372;United States;USA;0;1;United States;USA;Northern America;Northern America;Medford;Medford;GISCO OSM;0;1;1;0;48;65;Temperate Coniferous Forests;Acrisols;422.3902065;Mild temperate with dry summer, and  Hot summer;Rogue River;580.9500122;621.5500031;640.0250244;9.887402773;10.00360966;11.03830957
70;1;22;25.53513543;-108.5006725;25.59401805;-108.4415918;25.56534008;-108.4676951;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Guasave;Guasave;GISCO OSM;0;1;1;0;17;18;Tropical and Subtropical Dry Broadleaf Forests;Vertisols;17.14108135;Steppe (semi-arid), and  Hot arid;NAN;672.4500122;468.1500092;738.8999939;24.9214015;25.33037901;25.89597797
71;1;17;25.43421929;-108.1039948;25.48467334;-108.0474375;25.45870334;-108.0751342;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Guam£chil;Guam£chil;GISCO OSM;0;1;1;0;16;17;Tropical and Subtropical Dry Broadleaf Forests;Vertisols;52.73834306;Steppe (semi-arid), and  Hot arid;NAN;571.5750046;388.9000092;637.2250061;25.09874153;25.43280458;26.0361886
72;1;54;34.45783072;-114.3660437;34.52746301;-114.2465025;34.48909807;-114.3106836;United States;USA;0;1;United States;USA;Northern America;Northern America;Lake Havasu City;Lake Havasu City;GISCO OSM;0;0;0;0;0;0;Deserts and Xeric Shrublands;Luvisols;263.3354205;Desert (arid), and  Hot arid;Colorado River (Pacific Ocean);143.8250027;90.05000305;136.9749985;20.8662858;21.07521391;22.10453367
73;1;133;24.73708563;-107.5239868;24.87974967;-107.3272328;24.79661078;-107.4071827;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Culiac n;Culiac n;GISCO OSM;1;1;1;73;121;131;Tropical and Subtropical Dry Broadleaf Forests;Vertisols;57.80062424;Steppe (semi-arid), and  Hot arid;NAN;901.0000153;600.0999985;843.7500153;25.44718361;25.73422146;26.25129795
75;1;85;23.18013548;-106.4778478;23.28872501;-106.3561741;23.23747246;-106.4092353;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Mazatl n;Mazatl n;GISCO OSM;1;1;1;66;74;81;Tropical and Subtropical Dry Broadleaf Forests;Vertisols;13.79502192;Tropical savannah with dry summer;NAN;851.2500153;798.6750183;796.8250122;24.59661675;24.72711325;25.22970486
76;1;49;20.59189393;-105.2575813;20.70803042;-105.1809537;20.65122767;-105.2211691;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Puerto Vallarta;Puerto Vallarta;GISCO OSM;0;1;1;0;27;32;Tropical and Subtropical Dry Broadleaf Forests;Regosols;40.54149027;Tropical savannah with dry summer;NAN;1364.550018;1398.650024;1276.400024;25.11321259;25.15646458;25.6872859
77;1;54;19.04378362;-104.3705374;19.1429574;-104.2414443;19.08816415;-104.3094603;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Manzanillo;Manzanillo;GISCO OSM;0;0;1;0;0;17;Tropical and Subtropical Dry Broadleaf Forests;Regosols;25.4451533;Steppe (semi-arid), and  Hot arid;NAN;994;1024.725052;1121.325043;24.89275646;24.86319494;25.43055773
80;1;18;18.88680461;-103.9043006;18.93637085;-103.8534694;18.91158703;-103.8801628;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Tecoman;Tecoman;GISCO OSM;0;0;1;0;0;17;Tropical and Subtropical Dry Broadleaf Forests;Phaeozems;38.79639991;Steppe (semi-arid), and  Hot arid;Armeria;858.8750153;913.5000305;929.8750153;26.46382284;26.438416;26.95553875
81;1;62;21.45544145;-104.9344317;21.54689069;-104.8078234;21.49995653;-104.8778051;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Tepic;Tepic;GISCO OSM;1;1;1;40;45;45;Tropical and Subtropical Dry Broadleaf Forests;Regosols;948.2653768;Tropical savannah with dry summer;;;;;;;
82;1;147;44.0054089;-123.20878;44.12452565;-122.8916171;44.06551711;-123.082982;United States;USA;0;1;United States;USA;Northern America;Northern America;Eugene;Eugene;GISCO OSM;1;2;1;56;109;134;Temperate Broadleaf and Mixed Forests;Acrisols;134.625833;Mild temperate with dry summer, and  Warm summer;Columbia River;1107.075027;1163.925049;1267.350006;11.67971635;11.3754766;12.42174125
83;1;56;19.21735264;-103.7807898;19.30002907;-103.6715621;19.25322635;-103.7297089;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Colima;Colima;GISCO OSM;1;1;1;28;42;50;Tropical and Subtropical Dry Broadleaf Forests;Phaeozems;515.4225742;Steppe (semi-arid), and  Hot arid;Armeria;1072.125031;1100.125031;1158.600021;24.58786011;24.57666588;25.07729912
84;1;407;32.1029027;-111.092377;32.37872635;-110.7506654;32.24353876;-110.9313916;United States;USA;0;1;United States;USA;Northern America;Northern America;Tucson;Tucson;GISCO OSM;1;1;1;131;208;362;Deserts and Xeric Shrublands;Luvisols;761.7705211;Steppe (semi-arid), and  Hot arid;Colorado River (Pacific Ocean);371.4750061;316.4750023;338.3500061;18.68526888;19.00182533;19.76563072
85;1;28;33.13024212;-111.6142773;33.20812265;-111.5105797;33.16392534;-111.5647004;United States;USA;0;1;United States;USA;Northern America;Northern America;San Tan Valley;San Tan Valley;GISCO OSM;0;0;0;0;0;0;Deserts and Xeric Shrublands;Luvisols;460.0393019;Desert (arid), and  Hot arid;Colorado River (Pacific Ocean);269.7750015;210.8500042;239.0000038;21.66773701;21.87072229;22.64577246
86;1;17;19.67227125;-103.4892666;19.73020505;-103.4474202;19.70123715;-103.4677335;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Ciudad Guzm n;Ciudad Guzm n;GISCO OSM;1;1;1;16;17;17;Tropical and Subtropical Dry Broadleaf Forests;Phaeozems;1535.175164;Mild temperate with dry summer, and  Hot summer;NAN;762.1000214;809.5000153;842.9000092;19.42670727;19.49465799;19.88772249
89;1;11;20.44262504;-103.4617108;20.48408306;-103.4132567;20.46335352;-103.437477;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Tlajomulco;Tlajomulco;GISCO OSM;0;0;0;0;0;0;Tropical and Subtropical Dry Broadleaf Forests;Phaeozems;1579.183491;Mild temperate with dry winter, and  Hot summer;Santiago;728.8750153;723.6000214;760.8500214;19.42916346;19.5299778;19.90844202
90;1;115;44.85954046;-123.0990065;45.01617878;-122.9503898;44.93936208;-123.0197286;United States;USA;0;1;United States;USA;Northern America;Northern America;Salem;Salem;GISCO OSM;1;1;1;60;72;110;Temperate Broadleaf and Mixed Forests;Phaeozems;75.05151333;Mild temperate with dry summer, and  Warm summer;Columbia River;1002.950012;1075.175034;1191.974991;11.10974503;10.91185904;11.88267827
